OS                           : Linux-4.18.0-425.3.1.el8.x86_64-x86_64-with-glibc2.28
Python Version               : 3.9.12
CuPy Version                 : 10.6.0
CuPy Platform                : NVIDIA CUDA
NumPy Version                : 1.21.5
SciPy Version                : 1.7.3
Cython Build Version         : 0.29.24
Cython Runtime Version       : None
CUDA Root                    : /usr/local/cuda
nvcc PATH                    : /usr/local/cuda/bin/nvcc
CUDA Build Version           : 11020
CUDA Driver Version          : 11080
CUDA Runtime Version         : 11040
cuBLAS Version               : (available)
cuFFT Version                : 10502
cuRAND Version               : 10205
cuSOLVER Version             : (11, 2, 0)
cuSPARSE Version             : (available)
NVRTC Version                : (11, 4)
Thrust Version               : 101000
CUB Build Version            : 101000
Jitify Build Version         : 4a37de0
cuDNN Build Version          : (not loaded; try `import cupy.cuda.cudnn` first)
cuDNN Version                : (not loaded; try `import cupy.cuda.cudnn` first)
NCCL Build Version           : None
NCCL Runtime Version         : None
cuTENSOR Version             : None
cuSPARSELt Build Version     : None
Device 0 Name                : NVIDIA A100 80GB PCIe
Device 0 Compute Capability  : 80
Device 0 PCI Bus ID          : 0000:E3:00.0
None
Sizes of ptrain and pdot:
[(40000, 46, 46), (40000, 46, 46)]
len(theta) = 4477456
len(jac) = 84640000
 
LSMR            Least-squares solution of  Ax = b

The matrix A has 169280000 rows and 4477456 columns
damp = 0.00000000000000e+00

atol = 1.00e-08                 conlim = 1.00e+08

btol = 1.00e-08             maxiter =   100000

 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  6540 -9.98596e-03  1.154e-01  7.379e-03   5.5e-05  3.1e-06  2.1e+04  8.2e+01
  6550 -1.02173e-02  1.151e-01  7.361e-03   5.5e-05  3.1e-06  2.1e+04  6.7e+01
  6560 -1.04450e-02  1.149e-01  7.343e-03   5.5e-05  3.1e-06  2.1e+04  8.2e+01
  6570 -1.06900e-02  1.147e-01  7.325e-03   5.5e-05  3.1e-06  2.1e+04  9.0e+01
  6580 -1.09241e-02  1.144e-01  7.307e-03   5.5e-05  3.1e-06  2.1e+04  8.0e+01
  6590 -1.11565e-02  1.142e-01  7.289e-03   5.5e-05  3.1e-06  2.1e+04  8.2e+01
  6600 -1.13990e-02  1.139e-01  7.270e-03   5.4e-05  3.1e-06  2.1e+04  8.5e+01
  6610 -1.16537e-02  1.137e-01  7.251e-03   5.4e-05  3.1e-06  2.1e+04  8.4e+01
  6620 -1.18945e-02  1.134e-01  7.233e-03   5.4e-05  3.1e-06  2.1e+04  8.5e+01
  6630 -1.21364e-02  1.132e-01  7.215e-03   5.4e-05  3.1e-06  2.1e+04  6.0e+01
  6640 -1.23832e-02  1.130e-01  7.196e-03   5.4e-05  3.1e-06  2.1e+04  7.1e+01
  6650 -1.26292e-02  1.127e-01  7.177e-03   5.4e-05  3.1e-06  2.1e+04  9.0e+01
  6660 -1.28859e-02  1.125e-01  7.158e-03   5.4e-05  3.1e-06  2.1e+04  8.0e+01
  6670 -1.31353e-02  1.122e-01  7.139e-03   5.4e-05  3.1e-06  2.1e+04  7.8e+01
  6680 -1.33877e-02  1.120e-01  7.120e-03   5.3e-05  3.1e-06  2.1e+04  8.3e+01
  6690 -1.36582e-02  1.117e-01  7.100e-03   5.3e-05  3.1e-06  2.1e+04  7.9e+01
  6700 -1.39194e-02  1.114e-01  7.080e-03   5.3e-05  3.1e-06  2.1e+04  5.7e+01
  6710 -1.41819e-02  1.112e-01  7.061e-03   5.3e-05  3.0e-06  2.1e+04  7.2e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  6720 -1.44518e-02  1.109e-01  7.041e-03   5.3e-05  3.0e-06  2.1e+04  7.7e+01
  6730 -1.47223e-02  1.106e-01  7.020e-03   5.3e-05  3.0e-06  2.1e+04  6.3e+01
  6740 -1.49922e-02  1.104e-01  7.000e-03   5.3e-05  3.0e-06  2.1e+04  6.2e+01
  6750 -1.52517e-02  1.101e-01  6.981e-03   5.3e-05  3.0e-06  2.1e+04  8.0e+01
  6760 -1.55316e-02  1.098e-01  6.960e-03   5.2e-05  3.0e-06  2.1e+04  7.8e+01
  6770 -1.58180e-02  1.096e-01  6.939e-03   5.2e-05  3.0e-06  2.1e+04  7.7e+01
  6780 -1.61050e-02  1.093e-01  6.917e-03   5.2e-05  3.0e-06  2.1e+04  6.8e+01
  6790 -1.63814e-02  1.090e-01  6.897e-03   5.2e-05  3.0e-06  2.1e+04  6.2e+01
  6800 -1.66551e-02  1.087e-01  6.877e-03   5.2e-05  3.0e-06  2.1e+04  7.7e+01
  6810 -1.69458e-02  1.085e-01  6.855e-03   5.2e-05  3.0e-06  2.1e+04  8.1e+01
  6820 -1.72436e-02  1.082e-01  6.833e-03   5.2e-05  3.0e-06  2.1e+04  6.1e+01
  6830 -1.75298e-02  1.079e-01  6.812e-03   5.2e-05  3.0e-06  2.1e+04  5.6e+01
  6840 -1.78199e-02  1.076e-01  6.790e-03   5.1e-05  3.0e-06  2.1e+04  7.3e+01
  6850 -1.81189e-02  1.073e-01  6.768e-03   5.1e-05  3.0e-06  2.1e+04  6.5e+01
  6860 -1.84296e-02  1.070e-01  6.745e-03   5.1e-05  3.0e-06  2.1e+04  5.7e+01
  6870 -1.87231e-02  1.067e-01  6.723e-03   5.1e-05  3.0e-06  2.1e+04  6.3e+01
  6880 -1.90127e-02  1.065e-01  6.702e-03   5.1e-05  3.0e-06  2.1e+04  7.5e+01
  6890 -1.93392e-02  1.061e-01  6.678e-03   5.1e-05  3.0e-06  2.1e+04  8.5e+01
  6900 -1.96494e-02  1.058e-01  6.655e-03   5.1e-05  3.0e-06  2.1e+04  5.5e+01
  6910 -1.99411e-02  1.056e-01  6.633e-03   5.0e-05  3.0e-06  2.1e+04  6.8e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  6920 -2.02552e-02  1.053e-01  6.610e-03   5.0e-05  3.0e-06  2.1e+04  8.4e+01
  6930 -2.05720e-02  1.050e-01  6.586e-03   5.0e-05  3.0e-06  2.1e+04  6.0e+01
  6940 -2.08900e-02  1.047e-01  6.563e-03   5.0e-05  3.0e-06  2.1e+04  5.0e+01
  6950 -2.11764e-02  1.044e-01  6.541e-03   5.0e-05  3.0e-06  2.1e+04  8.2e+01
  6960 -2.14926e-02  1.041e-01  6.518e-03   5.0e-05  3.0e-06  2.1e+04  8.1e+01
  6970 -2.18197e-02  1.038e-01  6.493e-03   5.0e-05  2.9e-06  2.1e+04  4.8e+01
  6980 -2.21343e-02  1.035e-01  6.470e-03   4.9e-05  2.9e-06  2.1e+04  5.0e+01
  6990 -2.24413e-02  1.032e-01  6.447e-03   4.9e-05  2.9e-06  2.1e+04  6.4e+01
  7000 -2.27486e-02  1.029e-01  6.424e-03   4.9e-05  2.9e-06  2.1e+04  6.8e+01
  7010 -2.30680e-02  1.026e-01  6.401e-03   4.9e-05  2.9e-06  2.1e+04  5.4e+01
  7020 -2.33730e-02  1.023e-01  6.378e-03   4.9e-05  2.9e-06  2.1e+04  6.8e+01
  7030 -2.36882e-02  1.020e-01  6.354e-03   4.9e-05  2.9e-06  2.1e+04  7.4e+01
  7040 -2.39950e-02  1.018e-01  6.331e-03   4.9e-05  2.9e-06  2.1e+04  6.4e+01
  7050 -2.43034e-02  1.015e-01  6.308e-03   4.8e-05  2.9e-06  2.1e+04  6.5e+01
  7060 -2.46302e-02  1.012e-01  6.284e-03   4.8e-05  2.9e-06  2.1e+04  6.5e+01
  7070 -2.49593e-02  1.009e-01  6.259e-03   4.8e-05  2.9e-06  2.1e+04  6.9e+01
  7080 -2.52847e-02  1.006e-01  6.235e-03   4.8e-05  2.9e-06  2.1e+04  5.2e+01
  7090 -2.55890e-02  1.003e-01  6.212e-03   4.8e-05  2.9e-06  2.1e+04  4.9e+01
  7100 -2.58864e-02  1.000e-01  6.190e-03   4.8e-05  2.9e-06  2.1e+04  7.1e+01
  7110 -2.61907e-02  9.975e-02  6.167e-03   4.8e-05  2.9e-06  2.1e+04  7.6e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  7120 -2.65166e-02  9.945e-02  6.143e-03   4.7e-05  2.9e-06  2.1e+04  5.2e+01
  7130 -2.68091e-02  9.919e-02  6.121e-03   4.7e-05  2.9e-06  2.1e+04  6.2e+01
  7140 -2.70971e-02  9.893e-02  6.099e-03   4.7e-05  2.9e-06  2.1e+04  7.5e+01
  7150 -2.74137e-02  9.865e-02  6.075e-03   4.7e-05  2.9e-06  2.2e+04  7.3e+01
  7160 -2.77336e-02  9.836e-02  6.051e-03   4.7e-05  2.9e-06  2.2e+04  4.6e+01
  7170 -2.80337e-02  9.810e-02  6.029e-03   4.7e-05  2.9e-06  2.2e+04  5.1e+01
  7180 -2.83237e-02  9.784e-02  6.007e-03   4.7e-05  2.8e-06  2.2e+04  6.5e+01
  7190 -2.86194e-02  9.758e-02  5.984e-03   4.7e-05  2.8e-06  2.2e+04  6.2e+01
  7200 -2.89056e-02  9.732e-02  5.963e-03   4.6e-05  2.8e-06  2.2e+04  6.3e+01
  7210 -2.91966e-02  9.707e-02  5.941e-03   4.6e-05  2.8e-06  2.2e+04  6.2e+01
  7220 -2.94860e-02  9.681e-02  5.919e-03   4.6e-05  2.8e-06  2.2e+04  7.9e+01
  7230 -2.97984e-02  9.654e-02  5.895e-03   4.6e-05  2.8e-06  2.2e+04  6.0e+01
  7240 -3.00682e-02  9.631e-02  5.875e-03   4.6e-05  2.8e-06  2.2e+04  6.1e+01
  7250 -3.03451e-02  9.607e-02  5.854e-03   4.6e-05  2.8e-06  2.2e+04  7.5e+01
  7260 -3.06335e-02  9.582e-02  5.832e-03   4.6e-05  2.8e-06  2.2e+04  7.7e+01
  7270 -3.09201e-02  9.557e-02  5.810e-03   4.6e-05  2.8e-06  2.2e+04  6.0e+01
  7280 -3.11914e-02  9.533e-02  5.790e-03   4.6e-05  2.8e-06  2.2e+04  5.1e+01
  7290 -3.14518e-02  9.511e-02  5.770e-03   4.5e-05  2.8e-06  2.2e+04  7.6e+01
  7300 -3.17218e-02  9.488e-02  5.749e-03   4.5e-05  2.8e-06  2.2e+04  7.7e+01
  7310 -3.19941e-02  9.464e-02  5.729e-03   4.5e-05  2.8e-06  2.2e+04  6.3e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  7320 -3.22518e-02  9.442e-02  5.709e-03   4.5e-05  2.8e-06  2.2e+04  5.8e+01
  7330 -3.25006e-02  9.421e-02  5.690e-03   4.5e-05  2.8e-06  2.2e+04  8.0e+01
  7340 -3.27579e-02  9.399e-02  5.671e-03   4.5e-05  2.8e-06  2.2e+04  7.9e+01
  7350 -3.30055e-02  9.378e-02  5.652e-03   4.5e-05  2.8e-06  2.2e+04  6.5e+01
  7360 -3.32482e-02  9.358e-02  5.634e-03   4.5e-05  2.8e-06  2.2e+04  6.4e+01
  7370 -3.34952e-02  9.337e-02  5.615e-03   4.5e-05  2.8e-06  2.2e+04  6.7e+01
  7380 -3.37362e-02  9.317e-02  5.597e-03   4.4e-05  2.7e-06  2.2e+04  6.6e+01
  7390 -3.39756e-02  9.297e-02  5.578e-03   4.4e-05  2.7e-06  2.2e+04  6.0e+01
  7400 -3.42062e-02  9.277e-02  5.561e-03   4.4e-05  2.7e-06  2.2e+04  5.4e+01
  7410 -3.44301e-02  9.258e-02  5.544e-03   4.4e-05  2.7e-06  2.2e+04  6.4e+01
  7420 -3.46656e-02  9.239e-02  5.526e-03   4.4e-05  2.7e-06  2.2e+04  6.3e+01
  7430 -3.49001e-02  9.219e-02  5.508e-03   4.4e-05  2.7e-06  2.2e+04  5.3e+01
  7440 -3.51175e-02  9.201e-02  5.492e-03   4.4e-05  2.7e-06  2.2e+04  7.0e+01
  7450 -3.53266e-02  9.184e-02  5.476e-03   4.4e-05  2.7e-06  2.2e+04  8.7e+01
  7460 -3.55557e-02  9.165e-02  5.459e-03   4.4e-05  2.7e-06  2.2e+04  7.7e+01
  7470 -3.57663e-02  9.147e-02  5.443e-03   4.4e-05  2.7e-06  2.2e+04  6.0e+01
  7480 -3.59754e-02  9.130e-02  5.427e-03   4.4e-05  2.7e-06  2.2e+04  8.3e+01
  7490 -3.61826e-02  9.113e-02  5.411e-03   4.4e-05  2.7e-06  2.2e+04  7.5e+01
  7500 -3.63803e-02  9.096e-02  5.397e-03   4.3e-05  2.7e-06  2.2e+04  6.7e+01
  7510 -3.65683e-02  9.081e-02  5.382e-03   4.3e-05  2.7e-06  2.2e+04  9.0e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  7520 -3.67651e-02  9.065e-02  5.368e-03   4.3e-05  2.7e-06  2.2e+04  8.4e+01
  7530 -3.69686e-02  9.048e-02  5.352e-03   4.3e-05  2.7e-06  2.2e+04  6.9e+01
  7540 -3.71711e-02  9.031e-02  5.337e-03   4.3e-05  2.7e-06  2.2e+04  5.3e+01
  7550 -3.73484e-02  9.017e-02  5.324e-03   4.3e-05  2.7e-06  2.2e+04  6.2e+01
  7560 -3.75298e-02  9.002e-02  5.310e-03   4.3e-05  2.7e-06  2.2e+04  8.3e+01
  7570 -3.77077e-02  8.987e-02  5.297e-03   4.3e-05  2.7e-06  2.2e+04  7.1e+01
  7580 -3.78798e-02  8.973e-02  5.284e-03   4.3e-05  2.7e-06  2.2e+04  6.6e+01
  7590 -3.80447e-02  8.959e-02  5.272e-03   4.3e-05  2.7e-06  2.2e+04  7.4e+01
  7600 -3.82107e-02  8.946e-02  5.260e-03   4.3e-05  2.7e-06  2.2e+04  9.4e+01
  7610 -3.83802e-02  8.932e-02  5.247e-03   4.3e-05  2.6e-06  2.2e+04  7.4e+01
  7620 -3.85383e-02  8.919e-02  5.236e-03   4.3e-05  2.6e-06  2.2e+04  9.2e+01
  7630 -3.86943e-02  8.906e-02  5.224e-03   4.3e-05  2.6e-06  2.2e+04  9.5e+01
  7640 -3.88571e-02  8.893e-02  5.213e-03   4.2e-05  2.6e-06  2.2e+04  7.9e+01
  7650 -3.90075e-02  8.880e-02  5.202e-03   4.2e-05  2.6e-06  2.2e+04  7.4e+01
  7660 -3.91579e-02  8.868e-02  5.191e-03   4.2e-05  2.6e-06  2.2e+04  9.5e+01
  7670 -3.93103e-02  8.855e-02  5.180e-03   4.2e-05  2.6e-06  2.2e+04  1.1e+02
  7680 -3.94538e-02  8.844e-02  5.169e-03   4.2e-05  2.6e-06  2.2e+04  7.9e+01
  7690 -3.96004e-02  8.832e-02  5.159e-03   4.2e-05  2.6e-06  2.2e+04  9.1e+01
  7700 -3.97438e-02  8.820e-02  5.148e-03   4.2e-05  2.6e-06  2.2e+04  1.0e+02
  7710 -3.98881e-02  8.808e-02  5.138e-03   4.2e-05  2.6e-06  2.2e+04  9.0e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  7720 -4.00214e-02  8.797e-02  5.128e-03   4.2e-05  2.6e-06  2.2e+04  7.5e+01
  7730 -4.01552e-02  8.786e-02  5.119e-03   4.2e-05  2.6e-06  2.2e+04  8.8e+01
  7740 -4.02846e-02  8.775e-02  5.110e-03   4.2e-05  2.6e-06  2.2e+04  1.0e+02
  7750 -4.04213e-02  8.764e-02  5.100e-03   4.2e-05  2.6e-06  2.2e+04  9.0e+01
  7760 -4.05505e-02  8.753e-02  5.091e-03   4.2e-05  2.6e-06  2.2e+04  6.8e+01
  7770 -4.06704e-02  8.743e-02  5.083e-03   4.2e-05  2.6e-06  2.2e+04  1.1e+02
  7780 -4.07978e-02  8.732e-02  5.074e-03   4.2e-05  2.6e-06  2.2e+04  1.3e+02
  7790 -4.09174e-02  8.722e-02  5.066e-03   4.2e-05  2.6e-06  2.2e+04  9.0e+01
  7800 -4.10387e-02  8.712e-02  5.057e-03   4.2e-05  2.6e-06  2.2e+04  9.0e+01
  7810 -4.11578e-02  8.702e-02  5.049e-03   4.2e-05  2.6e-06  2.2e+04  1.0e+02
  7820 -4.12760e-02  8.692e-02  5.041e-03   4.2e-05  2.6e-06  2.2e+04  1.0e+02
  7830 -4.13917e-02  8.683e-02  5.033e-03   4.1e-05  2.6e-06  2.3e+04  8.2e+01
  7840 -4.15071e-02  8.673e-02  5.025e-03   4.1e-05  2.6e-06  2.3e+04  8.0e+01
  7850 -4.16124e-02  8.664e-02  5.018e-03   4.1e-05  2.6e-06  2.3e+04  1.2e+02
  7860 -4.17325e-02  8.654e-02  5.010e-03   4.1e-05  2.6e-06  2.3e+04  9.4e+01
  7870 -4.18385e-02  8.645e-02  5.003e-03   4.1e-05  2.6e-06  2.3e+04  8.8e+01
  7880 -4.19414e-02  8.636e-02  4.996e-03   4.1e-05  2.6e-06  2.3e+04  9.6e+01
  7890 -4.20447e-02  8.627e-02  4.990e-03   4.1e-05  2.6e-06  2.3e+04  1.1e+02
  7900 -4.21501e-02  8.618e-02  4.983e-03   4.1e-05  2.6e-06  2.3e+04  1.1e+02
  7910 -4.22553e-02  8.609e-02  4.976e-03   4.1e-05  2.6e-06  2.3e+04  9.1e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  7920 -4.23560e-02  8.601e-02  4.969e-03   4.1e-05  2.6e-06  2.3e+04  1.0e+02
  7930 -4.24589e-02  8.592e-02  4.963e-03   4.1e-05  2.5e-06  2.3e+04  1.1e+02
  7940 -4.25612e-02  8.583e-02  4.956e-03   4.1e-05  2.5e-06  2.3e+04  9.3e+01
  7950 -4.26581e-02  8.575e-02  4.950e-03   4.1e-05  2.5e-06  2.3e+04  9.1e+01
  7960 -4.27535e-02  8.566e-02  4.944e-03   4.1e-05  2.5e-06  2.3e+04  1.0e+02
  7970 -4.28513e-02  8.558e-02  4.938e-03   4.1e-05  2.5e-06  2.3e+04  1.1e+02
  7980 -4.29533e-02  8.549e-02  4.931e-03   4.1e-05  2.5e-06  2.3e+04  8.8e+01
  7990 -4.30484e-02  8.541e-02  4.925e-03   4.1e-05  2.5e-06  2.3e+04  8.2e+01
  8000 -4.31451e-02  8.532e-02  4.919e-03   4.1e-05  2.5e-06  2.3e+04  1.1e+02
  8010 -4.32370e-02  8.524e-02  4.914e-03   4.1e-05  2.5e-06  2.3e+04  1.4e+02
  8020 -4.33327e-02  8.516e-02  4.908e-03   4.1e-05  2.5e-06  2.3e+04  1.1e+02
  8030 -4.34256e-02  8.508e-02  4.902e-03   4.1e-05  2.5e-06  2.3e+04  1.0e+02
  8040 -4.35170e-02  8.499e-02  4.897e-03   4.1e-05  2.5e-06  2.3e+04  1.3e+02
  8050 -4.36119e-02  8.491e-02  4.891e-03   4.1e-05  2.5e-06  2.3e+04  1.1e+02
  8060 -4.37046e-02  8.483e-02  4.886e-03   4.1e-05  2.5e-06  2.3e+04  9.9e+01
  8070 -4.37983e-02  8.474e-02  4.880e-03   4.0e-05  2.5e-06  2.3e+04  1.2e+02
  8080 -4.38881e-02  8.466e-02  4.875e-03   4.0e-05  2.5e-06  2.3e+04  1.3e+02
  8090 -4.39831e-02  8.458e-02  4.869e-03   4.0e-05  2.5e-06  2.3e+04  9.6e+01
  8100 -4.40750e-02  8.450e-02  4.864e-03   4.0e-05  2.5e-06  2.3e+04  8.7e+01
  8110 -4.41641e-02  8.441e-02  4.859e-03   4.0e-05  2.5e-06  2.3e+04  1.1e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  8120 -4.42533e-02  8.433e-02  4.854e-03   4.0e-05  2.5e-06  2.3e+04  1.4e+02
  8130 -4.43438e-02  8.425e-02  4.849e-03   4.0e-05  2.5e-06  2.3e+04  1.3e+02
  8140 -4.44355e-02  8.417e-02  4.844e-03   4.0e-05  2.5e-06  2.3e+04  1.3e+02
  8150 -4.45250e-02  8.409e-02  4.839e-03   4.0e-05  2.5e-06  2.3e+04  1.1e+02
  8160 -4.46172e-02  8.400e-02  4.833e-03   4.0e-05  2.5e-06  2.3e+04  1.2e+02
  8170 -4.47100e-02  8.392e-02  4.828e-03   4.0e-05  2.5e-06  2.3e+04  1.4e+02
  8180 -4.48026e-02  8.383e-02  4.823e-03   4.0e-05  2.5e-06  2.3e+04  1.1e+02
  8190 -4.48910e-02  8.375e-02  4.818e-03   4.0e-05  2.5e-06  2.3e+04  1.0e+02
  8200 -4.49823e-02  8.366e-02  4.814e-03   4.0e-05  2.5e-06  2.3e+04  1.1e+02
  8210 -4.50710e-02  8.358e-02  4.809e-03   4.0e-05  2.5e-06  2.3e+04  1.6e+02
  8220 -4.51718e-02  8.349e-02  4.803e-03   4.0e-05  2.5e-06  2.3e+04  1.3e+02
  8230 -4.52702e-02  8.340e-02  4.798e-03   4.0e-05  2.5e-06  2.3e+04  9.3e+01
  8240 -4.53570e-02  8.332e-02  4.794e-03   4.0e-05  2.5e-06  2.3e+04  1.3e+02
  8250 -4.54549e-02  8.322e-02  4.788e-03   4.0e-05  2.5e-06  2.3e+04  1.4e+02
  8260 -4.55523e-02  8.313e-02  4.783e-03   4.0e-05  2.5e-06  2.3e+04  1.1e+02
  8270 -4.56451e-02  8.304e-02  4.779e-03   4.0e-05  2.5e-06  2.3e+04  1.5e+02
  8280 -4.57449e-02  8.295e-02  4.773e-03   4.0e-05  2.5e-06  2.3e+04  1.4e+02
  8290 -4.58441e-02  8.286e-02  4.768e-03   4.0e-05  2.5e-06  2.3e+04  1.1e+02
  8300 -4.59407e-02  8.276e-02  4.764e-03   4.0e-05  2.5e-06  2.3e+04  1.1e+02
  8310 -4.60418e-02  8.267e-02  4.758e-03   3.9e-05  2.5e-06  2.3e+04  1.3e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  8320 -4.61385e-02  8.258e-02  4.754e-03   3.9e-05  2.5e-06  2.3e+04  1.2e+02
  8330 -4.62425e-02  8.248e-02  4.748e-03   3.9e-05  2.5e-06  2.3e+04  1.0e+02
  8340 -4.63432e-02  8.238e-02  4.743e-03   3.9e-05  2.5e-06  2.3e+04  1.2e+02
  8350 -4.64425e-02  8.229e-02  4.739e-03   3.9e-05  2.5e-06  2.3e+04  1.4e+02
  8360 -4.65475e-02  8.218e-02  4.733e-03   3.9e-05  2.5e-06  2.3e+04  1.4e+02
  8370 -4.66573e-02  8.208e-02  4.728e-03   3.9e-05  2.5e-06  2.3e+04  1.1e+02
  8380 -4.67669e-02  8.197e-02  4.723e-03   3.9e-05  2.5e-06  2.3e+04  9.6e+01
  8390 -4.68715e-02  8.187e-02  4.718e-03   3.9e-05  2.5e-06  2.3e+04  1.3e+02
  8400 -4.69851e-02  8.176e-02  4.712e-03   3.9e-05  2.5e-06  2.3e+04  1.1e+02
  8410 -4.70989e-02  8.165e-02  4.707e-03   3.9e-05  2.5e-06  2.3e+04  8.9e+01
  8420 -4.72071e-02  8.155e-02  4.702e-03   3.9e-05  2.5e-06  2.3e+04  1.2e+02
  8430 -4.73177e-02  8.144e-02  4.696e-03   3.9e-05  2.5e-06  2.3e+04  1.2e+02
  8440 -4.74382e-02  8.132e-02  4.691e-03   3.9e-05  2.5e-06  2.3e+04  9.8e+01
  8450 -4.75518e-02  8.121e-02  4.685e-03   3.9e-05  2.5e-06  2.3e+04  1.0e+02
  8460 -4.76688e-02  8.110e-02  4.680e-03   3.9e-05  2.5e-06  2.3e+04  1.3e+02
  8470 -4.77928e-02  8.097e-02  4.674e-03   3.9e-05  2.5e-06  2.3e+04  1.2e+02
  8480 -4.79182e-02  8.085e-02  4.668e-03   3.9e-05  2.5e-06  2.3e+04  9.0e+01
  8490 -4.80366e-02  8.073e-02  4.663e-03   3.9e-05  2.5e-06  2.3e+04  1.1e+02
  8500 -4.81623e-02  8.061e-02  4.657e-03   3.8e-05  2.5e-06  2.3e+04  1.3e+02
  8510 -4.82937e-02  8.048e-02  4.651e-03   3.8e-05  2.5e-06  2.3e+04  1.1e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  8520 -4.84261e-02  8.035e-02  4.645e-03   3.8e-05  2.5e-06  2.3e+04  9.4e+01
  8530 -4.85581e-02  8.022e-02  4.639e-03   3.8e-05  2.5e-06  2.3e+04  1.1e+02
  8540 -4.86939e-02  8.009e-02  4.633e-03   3.8e-05  2.5e-06  2.4e+04  1.1e+02
  8550 -4.88396e-02  7.994e-02  4.627e-03   3.8e-05  2.5e-06  2.4e+04  8.2e+01
  8560 -4.89895e-02  7.979e-02  4.620e-03   3.8e-05  2.5e-06  2.4e+04  7.6e+01
  8570 -4.91247e-02  7.966e-02  4.614e-03   3.8e-05  2.5e-06  2.4e+04  1.1e+02
  8580 -4.92674e-02  7.952e-02  4.607e-03   3.8e-05  2.5e-06  2.4e+04  1.2e+02
  8590 -4.94226e-02  7.936e-02  4.600e-03   3.8e-05  2.5e-06  2.4e+04  9.5e+01
  8600 -4.95719e-02  7.921e-02  4.594e-03   3.8e-05  2.5e-06  2.4e+04  1.0e+02
  8610 -4.97231e-02  7.906e-02  4.587e-03   3.8e-05  2.5e-06  2.4e+04  1.3e+02
  8620 -4.98880e-02  7.890e-02  4.580e-03   3.8e-05  2.5e-06  2.4e+04  1.1e+02
  8630 -5.00550e-02  7.873e-02  4.573e-03   3.8e-05  2.5e-06  2.4e+04  8.5e+01
  8640 -5.02120e-02  7.858e-02  4.566e-03   3.8e-05  2.5e-06  2.4e+04  9.1e+01
  8650 -5.03797e-02  7.841e-02  4.558e-03   3.7e-05  2.5e-06  2.4e+04  1.2e+02
  8660 -5.05556e-02  7.823e-02  4.551e-03   3.7e-05  2.5e-06  2.4e+04  9.2e+01
  8670 -5.07273e-02  7.806e-02  4.543e-03   3.7e-05  2.5e-06  2.4e+04  8.6e+01
  8680 -5.09100e-02  7.788e-02  4.535e-03   3.7e-05  2.5e-06  2.4e+04  9.6e+01
  8690 -5.10927e-02  7.770e-02  4.527e-03   3.7e-05  2.5e-06  2.4e+04  1.1e+02
  8700 -5.12867e-02  7.750e-02  4.519e-03   3.7e-05  2.5e-06  2.4e+04  7.6e+01
  8710 -5.14808e-02  7.731e-02  4.510e-03   3.7e-05  2.5e-06  2.4e+04  6.5e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  8720 -5.16690e-02  7.712e-02  4.502e-03   3.7e-05  2.5e-06  2.4e+04  9.6e+01
  8730 -5.18677e-02  7.692e-02  4.494e-03   3.7e-05  2.5e-06  2.4e+04  9.5e+01
  8740 -5.20780e-02  7.671e-02  4.485e-03   3.7e-05  2.5e-06  2.4e+04  7.3e+01
  8750 -5.22832e-02  7.650e-02  4.476e-03   3.7e-05  2.5e-06  2.4e+04  7.8e+01
  8760 -5.24966e-02  7.629e-02  4.467e-03   3.6e-05  2.5e-06  2.4e+04  8.1e+01
  8770 -5.27165e-02  7.607e-02  4.457e-03   3.6e-05  2.5e-06  2.4e+04  8.6e+01
  8780 -5.29357e-02  7.585e-02  4.448e-03   3.6e-05  2.5e-06  2.4e+04  7.5e+01
  8790 -5.31539e-02  7.563e-02  4.438e-03   3.6e-05  2.5e-06  2.4e+04  8.6e+01
  8800 -5.33868e-02  7.540e-02  4.428e-03   3.6e-05  2.5e-06  2.4e+04  9.3e+01
  8810 -5.36284e-02  7.516e-02  4.418e-03   3.6e-05  2.5e-06  2.4e+04  7.6e+01
  8820 -5.38657e-02  7.492e-02  4.408e-03   3.6e-05  2.5e-06  2.4e+04  8.3e+01
  8830 -5.41080e-02  7.468e-02  4.397e-03   3.6e-05  2.5e-06  2.4e+04  8.5e+01
  8840 -5.43711e-02  7.441e-02  4.386e-03   3.6e-05  2.5e-06  2.4e+04  7.7e+01
  8850 -5.46229e-02  7.416e-02  4.375e-03   3.5e-05  2.5e-06  2.4e+04  6.7e+01
  8860 -5.48971e-02  7.389e-02  4.363e-03   3.5e-05  2.5e-06  2.4e+04  7.3e+01
