OS                           : Linux-5.14.21-150400.24.81_12.0.86-cray_shasta_c-x86_64-with-glibc2.31
Python Version               : 3.9.15
CuPy Version                 : 12.1.0
CuPy Platform                : NVIDIA CUDA
NumPy Version                : 1.23.5
SciPy Version                : 1.9.3
Cython Build Version         : 0.29.32
Cython Runtime Version       : None
CUDA Root                    : /opt/nvidia/hpc_sdk/Linux_x86_64/22.7/cuda/11.7
nvcc PATH                    : /opt/nvidia/hpc_sdk/Linux_x86_64/22.7/cuda/11.7/bin/nvcc
CUDA Build Version           : 11080
CUDA Driver Version          : 12000
CUDA Runtime Version         : 11070
cuBLAS Version               : (available)
cuFFT Version                : 10702
cuRAND Version               : 10210
cuSOLVER Version             : (11, 3, 5)
cuSPARSE Version             : (available)
NVRTC Version                : (11, 7)
Thrust Version               : 101501
CUB Build Version            : 101501
Jitify Build Version         : 4a37de0
cuDNN Build Version          : 8801
cuDNN Version                : 8302
NCCL Build Version           : 21602
NCCL Runtime Version         : 21505
cuTENSOR Version             : 10500
cuSPARSELt Build Version     : None
Device 0 Name                : NVIDIA A100-SXM4-40GB
Device 0 Compute Capability  : 80
Device 0 PCI Bus ID          : 0000:C1:00.0
None
./trajdata100/train_lih_6-31g.npy
Sizes of ptrain and pdot:
[(199996, 11, 11), (199996, 11, 11)]
len(theta) = 14641
len(jac) = 24199516
 
LSMR            Least-squares solution of  Ax = b

The matrix A has 48399032 rows and 14641 columns
damp = 0.00000000000000e+00

atol = 1.00e-08                 conlim = 1.00e+08

btol = 1.00e-08             maxiter =    20000

 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  5330  2.82464e-02  1.631e-02  1.105e-03   4.7e-05  3.1e-06  2.2e+04  7.9e+01
  5340  2.82040e-02  1.625e-02  1.097e-03   4.7e-05  3.1e-06  2.2e+04  3.7e+01
  5350  2.81700e-02  1.620e-02  1.091e-03   4.7e-05  3.1e-06  2.2e+04  1.1e+02
  5360  2.81066e-02  1.611e-02  1.079e-03   4.6e-05  3.1e-06  2.2e+04  1.0e+02
  5370  2.80793e-02  1.607e-02  1.074e-03   4.6e-05  3.1e-06  2.2e+04  1.0e+02
  5380  2.80341e-02  1.600e-02  1.066e-03   4.6e-05  3.0e-06  2.2e+04  1.1e+02
  5390  2.80018e-02  1.596e-02  1.060e-03   4.6e-05  3.0e-06  2.2e+04  5.1e+01
  5400  2.79549e-02  1.589e-02  1.051e-03   4.6e-05  3.0e-06  2.2e+04  7.6e+01
  5410  2.79240e-02  1.585e-02  1.045e-03   4.6e-05  3.0e-06  2.2e+04  7.1e+01
  5420  2.78853e-02  1.580e-02  1.038e-03   4.5e-05  3.0e-06  2.2e+04  8.2e+01
  5430  2.78511e-02  1.575e-02  1.032e-03   4.5e-05  3.0e-06  2.2e+04  8.6e+01
  5440  2.78161e-02  1.571e-02  1.026e-03   4.5e-05  3.0e-06  2.2e+04  1.0e+02
  5450  2.77796e-02  1.566e-02  1.019e-03   4.5e-05  3.0e-06  2.2e+04  1.0e+02
  5460  2.77385e-02  1.560e-02  1.011e-03   4.5e-05  2.9e-06  2.2e+04  6.2e+01
  5470  2.77134e-02  1.557e-02  1.007e-03   4.5e-05  2.9e-06  2.2e+04  9.9e+01
  5480  2.76793e-02  1.553e-02  1.001e-03   4.5e-05  2.9e-06  2.2e+04  5.5e+01
  5490  2.76454e-02  1.548e-02  9.944e-04   4.4e-05  2.9e-06  2.2e+04  9.5e+01
  5500  2.76006e-02  1.543e-02  9.862e-04   4.4e-05  2.9e-06  2.2e+04  7.3e+01
  5510  2.75533e-02  1.537e-02  9.775e-04   4.4e-05  2.9e-06  2.2e+04  7.9e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  5520  2.75119e-02  1.532e-02  9.699e-04   4.4e-05  2.9e-06  2.2e+04  4.5e+01
  5530  2.74719e-02  1.527e-02  9.625e-04   4.4e-05  2.8e-06  2.2e+04  4.9e+01
  5540  2.74285e-02  1.521e-02  9.545e-04   4.4e-05  2.8e-06  2.2e+04  4.2e+01
  5550  2.73751e-02  1.515e-02  9.445e-04   4.3e-05  2.8e-06  2.2e+04  1.2e+02
  5560  2.73282e-02  1.509e-02  9.358e-04   4.3e-05  2.8e-06  2.2e+04  9.8e+01
  5570  2.72979e-02  1.506e-02  9.301e-04   4.3e-05  2.8e-06  2.2e+04  8.1e+01
  5580  2.72508e-02  1.500e-02  9.212e-04   4.3e-05  2.8e-06  2.2e+04  5.9e+01
  5590  2.72176e-02  1.497e-02  9.149e-04   4.3e-05  2.7e-06  2.2e+04  7.5e+01
  5600  2.71889e-02  1.493e-02  9.095e-04   4.3e-05  2.7e-06  2.2e+04  8.3e+01
  5610  2.71609e-02  1.490e-02  9.043e-04   4.3e-05  2.7e-06  2.2e+04  5.6e+01
  5620  2.71310e-02  1.487e-02  8.987e-04   4.3e-05  2.7e-06  2.2e+04  1.9e+02
  5630  2.71023e-02  1.484e-02  8.933e-04   4.3e-05  2.7e-06  2.2e+04  1.3e+02
  5640  2.70795e-02  1.481e-02  8.890e-04   4.3e-05  2.7e-06  2.2e+04  7.3e+01
  5650  2.70467e-02  1.478e-02  8.829e-04   4.2e-05  2.7e-06  2.2e+04  6.5e+01
  5660  2.70278e-02  1.476e-02  8.794e-04   4.2e-05  2.7e-06  2.2e+04  1.4e+02
  5670  2.69968e-02  1.472e-02  8.737e-04   4.2e-05  2.6e-06  2.2e+04  1.2e+02
  5680  2.69759e-02  1.470e-02  8.698e-04   4.2e-05  2.6e-06  2.2e+04  1.1e+02
  5690  2.69416e-02  1.466e-02  8.635e-04   4.2e-05  2.6e-06  2.3e+04  1.1e+02
  5700  2.69263e-02  1.465e-02  8.607e-04   4.2e-05  2.6e-06  2.3e+04  1.0e+02
  5710  2.68901e-02  1.461e-02  8.541e-04   4.2e-05  2.6e-06  2.3e+04  9.5e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  5720  2.68715e-02  1.459e-02  8.508e-04   4.2e-05  2.6e-06  2.3e+04  6.6e+01
  5730  2.68396e-02  1.456e-02  8.450e-04   4.2e-05  2.6e-06  2.3e+04  1.2e+02
  5740  2.68212e-02  1.454e-02  8.416e-04   4.2e-05  2.6e-06  2.3e+04  1.7e+02
  5750  2.67997e-02  1.452e-02  8.378e-04   4.2e-05  2.5e-06  2.3e+04  5.5e+01
  5760  2.67804e-02  1.450e-02  8.343e-04   4.2e-05  2.5e-06  2.3e+04  4.9e+01
  5770  2.67594e-02  1.447e-02  8.306e-04   4.2e-05  2.5e-06  2.3e+04  1.5e+02
  5780  2.67345e-02  1.445e-02  8.261e-04   4.1e-05  2.5e-06  2.3e+04  6.9e+01
  5790  2.67127e-02  1.443e-02  8.222e-04   4.1e-05  2.5e-06  2.3e+04  6.9e+01
  5800  2.66907e-02  1.440e-02  8.183e-04   4.1e-05  2.5e-06  2.3e+04  1.2e+02
  5810  2.66725e-02  1.439e-02  8.150e-04   4.1e-05  2.5e-06  2.3e+04  1.3e+02
  5820  2.66535e-02  1.437e-02  8.117e-04   4.1e-05  2.5e-06  2.3e+04  6.0e+01
  5830  2.66306e-02  1.434e-02  8.076e-04   4.1e-05  2.5e-06  2.3e+04  5.9e+01
  5840  2.66046e-02  1.432e-02  8.029e-04   4.1e-05  2.5e-06  2.3e+04  1.6e+02
  5850  2.65915e-02  1.430e-02  8.006e-04   4.1e-05  2.5e-06  2.3e+04  6.6e+01
  5860  2.65674e-02  1.428e-02  7.963e-04   4.1e-05  2.4e-06  2.3e+04  1.1e+02
  5870  2.65508e-02  1.426e-02  7.934e-04   4.1e-05  2.4e-06  2.3e+04  5.9e+01
  5880  2.65278e-02  1.424e-02  7.892e-04   4.1e-05  2.4e-06  2.3e+04  1.1e+02
  5890  2.65053e-02  1.421e-02  7.852e-04   4.1e-05  2.4e-06  2.3e+04  1.2e+02
  5900  2.64879e-02  1.420e-02  7.821e-04   4.1e-05  2.4e-06  2.3e+04  1.4e+02
  5910  2.64630e-02  1.417e-02  7.776e-04   4.1e-05  2.4e-06  2.3e+04  7.1e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  5920  2.64471e-02  1.415e-02  7.748e-04   4.1e-05  2.4e-06  2.3e+04  6.0e+01
  5930  2.64240e-02  1.413e-02  7.706e-04   4.1e-05  2.4e-06  2.3e+04  7.3e+01
  5940  2.64121e-02  1.412e-02  7.685e-04   4.1e-05  2.4e-06  2.3e+04  1.7e+02
  5950  2.63993e-02  1.410e-02  7.662e-04   4.0e-05  2.4e-06  2.3e+04  9.8e+01
  5960  2.63877e-02  1.409e-02  7.641e-04   4.0e-05  2.4e-06  2.3e+04  1.9e+02
  5970  2.63760e-02  1.408e-02  7.620e-04   4.0e-05  2.3e-06  2.3e+04  1.1e+02
  5980  2.63678e-02  1.407e-02  7.605e-04   4.0e-05  2.3e-06  2.3e+04  1.3e+02
  5990  2.63546e-02  1.405e-02  7.581e-04   4.0e-05  2.3e-06  2.3e+04  7.5e+01
  6000  2.63457e-02  1.404e-02  7.565e-04   4.0e-05  2.3e-06  2.3e+04  1.7e+02
  6010  2.63317e-02  1.403e-02  7.540e-04   4.0e-05  2.3e-06  2.3e+04  1.6e+02
  6020  2.63196e-02  1.401e-02  7.519e-04   4.0e-05  2.3e-06  2.3e+04  7.3e+01
  6030  2.63080e-02  1.400e-02  7.498e-04   4.0e-05  2.3e-06  2.3e+04  1.8e+02
  6040  2.63019e-02  1.399e-02  7.487e-04   4.0e-05  2.3e-06  2.3e+04  1.0e+02
  6050  2.62907e-02  1.398e-02  7.467e-04   4.0e-05  2.3e-06  2.3e+04  1.4e+02
  6060  2.62816e-02  1.397e-02  7.450e-04   4.0e-05  2.3e-06  2.3e+04  2.4e+02
  6070  2.62741e-02  1.396e-02  7.437e-04   4.0e-05  2.3e-06  2.3e+04  1.3e+02
  6080  2.62640e-02  1.395e-02  7.419e-04   4.0e-05  2.3e-06  2.3e+04  1.5e+02
  6090  2.62568e-02  1.394e-02  7.406e-04   4.0e-05  2.3e-06  2.3e+04  1.1e+02
  6100  2.62520e-02  1.393e-02  7.397e-04   4.0e-05  2.3e-06  2.3e+04  1.9e+02
  6110  2.62437e-02  1.392e-02  7.382e-04   4.0e-05  2.3e-06  2.3e+04  1.9e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  6120  2.62353e-02  1.391e-02  7.366e-04   4.0e-05  2.3e-06  2.3e+04  2.2e+02
  6130  2.62263e-02  1.390e-02  7.350e-04   4.0e-05  2.3e-06  2.3e+04  1.9e+02
  6140  2.62203e-02  1.389e-02  7.339e-04   4.0e-05  2.3e-06  2.3e+04  1.5e+02
  6150  2.62107e-02  1.387e-02  7.321e-04   4.0e-05  2.3e-06  2.3e+04  8.1e+01
  6160  2.62020e-02  1.386e-02  7.305e-04   4.0e-05  2.2e-06  2.3e+04  2.0e+02
  6170  2.61922e-02  1.385e-02  7.287e-04   4.0e-05  2.2e-06  2.3e+04  1.9e+02
  6180  2.61823e-02  1.383e-02  7.268e-04   4.0e-05  2.2e-06  2.3e+04  1.4e+02
  6190  2.61702e-02  1.381e-02  7.246e-04   4.0e-05  2.2e-06  2.3e+04  7.6e+01
  6200  2.61618e-02  1.380e-02  7.230e-04   4.0e-05  2.2e-06  2.4e+04  2.5e+02
  6210  2.61502e-02  1.378e-02  7.208e-04   4.0e-05  2.2e-06  2.4e+04  6.4e+01
  6220  2.61426e-02  1.377e-02  7.194e-04   4.0e-05  2.2e-06  2.4e+04  9.5e+01
  6230  2.61308e-02  1.375e-02  7.172e-04   3.9e-05  2.2e-06  2.4e+04  1.2e+02
  6240  2.61210e-02  1.373e-02  7.153e-04   3.9e-05  2.2e-06  2.4e+04  7.9e+01
  6250  2.61087e-02  1.371e-02  7.130e-04   3.9e-05  2.2e-06  2.4e+04  1.4e+02
  6260  2.60999e-02  1.370e-02  7.113e-04   3.9e-05  2.2e-06  2.4e+04  1.1e+02
  6270  2.60887e-02  1.368e-02  7.092e-04   3.9e-05  2.2e-06  2.4e+04  1.6e+02
  6280  2.60786e-02  1.366e-02  7.073e-04   3.9e-05  2.2e-06  2.4e+04  1.6e+02
  6290  2.60659e-02  1.364e-02  7.049e-04   3.9e-05  2.2e-06  2.4e+04  9.7e+01
  6300  2.60512e-02  1.362e-02  7.021e-04   3.9e-05  2.2e-06  2.4e+04  1.3e+02
  6310  2.60376e-02  1.360e-02  6.995e-04   3.9e-05  2.2e-06  2.4e+04  1.3e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  6320  2.60245e-02  1.357e-02  6.970e-04   3.9e-05  2.2e-06  2.4e+04  7.7e+01
  6330  2.60180e-02  1.356e-02  6.958e-04   3.9e-05  2.2e-06  2.4e+04  1.5e+02
  6340  2.60065e-02  1.354e-02  6.936e-04   3.9e-05  2.2e-06  2.4e+04  1.5e+02
  6350  2.59999e-02  1.353e-02  6.923e-04   3.9e-05  2.2e-06  2.4e+04  2.1e+02
  6360  2.59856e-02  1.351e-02  6.896e-04   3.9e-05  2.1e-06  2.4e+04  7.0e+01
  6370  2.59778e-02  1.349e-02  6.881e-04   3.9e-05  2.1e-06  2.4e+04  2.2e+02
  6380  2.59635e-02  1.347e-02  6.853e-04   3.9e-05  2.1e-06  2.4e+04  1.1e+02
  6390  2.59558e-02  1.346e-02  6.838e-04   3.9e-05  2.1e-06  2.4e+04  9.9e+01
  6400  2.59430e-02  1.343e-02  6.813e-04   3.9e-05  2.1e-06  2.4e+04  5.7e+01
  6410  2.59333e-02  1.342e-02  6.794e-04   3.9e-05  2.1e-06  2.4e+04  1.9e+02
  6420  2.59227e-02  1.340e-02  6.773e-04   3.8e-05  2.1e-06  2.4e+04  2.1e+02
  6430  2.59130e-02  1.338e-02  6.753e-04   3.8e-05  2.1e-06  2.4e+04  1.3e+02
  6440  2.59046e-02  1.336e-02  6.737e-04   3.8e-05  2.1e-06  2.4e+04  1.3e+02
  6450  2.58966e-02  1.335e-02  6.721e-04   3.8e-05  2.1e-06  2.4e+04  1.9e+02
  6460  2.58861e-02  1.333e-02  6.700e-04   3.8e-05  2.1e-06  2.4e+04  2.1e+02
  6470  2.58784e-02  1.331e-02  6.684e-04   3.8e-05  2.1e-06  2.4e+04  7.5e+01
  6480  2.58723e-02  1.330e-02  6.672e-04   3.8e-05  2.1e-06  2.4e+04  1.7e+02
  6490  2.58641e-02  1.329e-02  6.655e-04   3.8e-05  2.1e-06  2.4e+04  1.2e+02
  6500  2.58563e-02  1.327e-02  6.640e-04   3.8e-05  2.1e-06  2.4e+04  1.1e+02
  6510  2.58469e-02  1.325e-02  6.620e-04   3.8e-05  2.1e-06  2.4e+04  1.5e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  6520  2.58378e-02  1.324e-02  6.602e-04   3.8e-05  2.1e-06  2.4e+04  2.1e+02
  6530  2.58294e-02  1.322e-02  6.585e-04   3.8e-05  2.1e-06  2.4e+04  8.8e+01
  6540  2.58195e-02  1.320e-02  6.564e-04   3.8e-05  2.1e-06  2.4e+04  1.1e+02
  6550  2.58109e-02  1.318e-02  6.547e-04   3.8e-05  2.1e-06  2.4e+04  1.8e+02
  6560  2.58039e-02  1.317e-02  6.532e-04   3.8e-05  2.1e-06  2.4e+04  2.6e+02
  6570  2.57940e-02  1.315e-02  6.512e-04   3.8e-05  2.0e-06  2.4e+04  1.3e+02
  6580  2.57890e-02  1.314e-02  6.501e-04   3.8e-05  2.0e-06  2.4e+04  2.7e+02
  6590  2.57793e-02  1.312e-02  6.481e-04   3.8e-05  2.0e-06  2.4e+04  2.1e+02
  6600  2.57698e-02  1.310e-02  6.461e-04   3.8e-05  2.0e-06  2.4e+04  8.1e+01
  6610  2.57611e-02  1.308e-02  6.442e-04   3.8e-05  2.0e-06  2.4e+04  2.1e+02
  6620  2.57518e-02  1.306e-02  6.423e-04   3.7e-05  2.0e-06  2.4e+04  1.6e+02
  6630  2.57442e-02  1.304e-02  6.406e-04   3.7e-05  2.0e-06  2.4e+04  1.2e+02
  6640  2.57371e-02  1.303e-02  6.391e-04   3.7e-05  2.0e-06  2.4e+04  2.0e+02
  6650  2.57286e-02  1.301e-02  6.373e-04   3.7e-05  2.0e-06  2.4e+04  1.7e+02
  6660  2.57238e-02  1.300e-02  6.363e-04   3.7e-05  2.0e-06  2.4e+04  1.3e+02
  6670  2.57168e-02  1.298e-02  6.348e-04   3.7e-05  2.0e-06  2.4e+04  1.1e+02
  6680  2.57116e-02  1.297e-02  6.337e-04   3.7e-05  2.0e-06  2.4e+04  1.9e+02
  6690  2.57055e-02  1.296e-02  6.324e-04   3.7e-05  2.0e-06  2.4e+04  1.6e+02
  6700  2.56987e-02  1.294e-02  6.309e-04   3.7e-05  2.0e-06  2.4e+04  2.2e+02
  6710  2.56940e-02  1.293e-02  6.299e-04   3.7e-05  2.0e-06  2.4e+04  1.0e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  6720  2.56900e-02  1.292e-02  6.291e-04   3.7e-05  2.0e-06  2.4e+04  1.2e+02
  6730  2.56861e-02  1.291e-02  6.283e-04   3.7e-05  2.0e-06  2.4e+04  2.4e+02
  6740  2.56802e-02  1.290e-02  6.270e-04   3.7e-05  2.0e-06  2.5e+04  2.2e+02
  6750  2.56751e-02  1.288e-02  6.259e-04   3.7e-05  2.0e-06  2.5e+04  2.3e+02
  6760  2.56681e-02  1.287e-02  6.244e-04   3.7e-05  2.0e-06  2.5e+04  8.0e+01
  6770  2.56618e-02  1.285e-02  6.231e-04   3.7e-05  2.0e-06  2.5e+04  1.3e+02
  6780  2.56549e-02  1.283e-02  6.216e-04   3.7e-05  2.0e-06  2.5e+04  1.7e+02
  6790  2.56487e-02  1.282e-02  6.203e-04   3.7e-05  2.0e-06  2.5e+04  2.0e+02
  6800  2.56434e-02  1.281e-02  6.192e-04   3.7e-05  2.0e-06  2.5e+04  1.5e+02
  6810  2.56374e-02  1.279e-02  6.179e-04   3.7e-05  2.0e-06  2.5e+04  9.5e+01
  6820  2.56309e-02  1.278e-02  6.166e-04   3.7e-05  2.0e-06  2.5e+04  1.0e+02
  6830  2.56249e-02  1.276e-02  6.153e-04   3.7e-05  2.0e-06  2.5e+04  1.3e+02
  6840  2.56194e-02  1.275e-02  6.142e-04   3.7e-05  2.0e-06  2.5e+04  8.5e+01
  6850  2.56105e-02  1.272e-02  6.123e-04   3.7e-05  1.9e-06  2.5e+04  2.5e+02
  6860  2.56047e-02  1.271e-02  6.111e-04   3.6e-05  1.9e-06  2.5e+04  1.5e+02
  6870  2.55986e-02  1.269e-02  6.099e-04   3.6e-05  1.9e-06  2.5e+04  8.6e+01
  6880  2.55934e-02  1.268e-02  6.088e-04   3.6e-05  1.9e-06  2.5e+04  1.6e+02
  6890  2.55859e-02  1.266e-02  6.073e-04   3.6e-05  1.9e-06  2.5e+04  2.2e+02
  6900  2.55776e-02  1.264e-02  6.056e-04   3.6e-05  1.9e-06  2.5e+04  8.4e+01
  6910  2.55705e-02  1.262e-02  6.041e-04   3.6e-05  1.9e-06  2.5e+04  1.7e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  6920  2.55647e-02  1.261e-02  6.030e-04   3.6e-05  1.9e-06  2.5e+04  1.7e+02
  6930  2.55582e-02  1.259e-02  6.017e-04   3.6e-05  1.9e-06  2.5e+04  1.2e+02
  6940  2.55522e-02  1.258e-02  6.005e-04   3.6e-05  1.9e-06  2.5e+04  7.6e+01
  6950  2.55472e-02  1.257e-02  5.995e-04   3.6e-05  1.9e-06  2.5e+04  1.7e+02
  6960  2.55400e-02  1.255e-02  5.980e-04   3.6e-05  1.9e-06  2.5e+04  2.4e+02
  6970  2.55342e-02  1.253e-02  5.969e-04   3.6e-05  1.9e-06  2.5e+04  2.3e+02
  6980  2.55289e-02  1.252e-02  5.958e-04   3.6e-05  1.9e-06  2.5e+04  1.3e+02
  6990  2.55206e-02  1.250e-02  5.941e-04   3.6e-05  1.9e-06  2.5e+04  1.0e+02
  7000  2.55162e-02  1.248e-02  5.932e-04   3.6e-05  1.9e-06  2.5e+04  2.2e+02
  7010  2.55117e-02  1.247e-02  5.923e-04   3.6e-05  1.9e-06  2.5e+04  1.3e+02
  7020  2.55074e-02  1.246e-02  5.914e-04   3.6e-05  1.9e-06  2.5e+04  2.4e+02
  7030  2.55025e-02  1.245e-02  5.904e-04   3.6e-05  1.9e-06  2.5e+04  1.8e+02
  7040  2.54961e-02  1.243e-02  5.891e-04   3.6e-05  1.9e-06  2.5e+04  1.2e+02
  7050  2.54909e-02  1.241e-02  5.880e-04   3.6e-05  1.9e-06  2.5e+04  2.0e+02
  7060  2.54853e-02  1.240e-02  5.869e-04   3.6e-05  1.9e-06  2.5e+04  7.6e+01
  7070  2.54776e-02  1.238e-02  5.853e-04   3.6e-05  1.9e-06  2.5e+04  5.3e+01
  7080  2.54717e-02  1.236e-02  5.840e-04   3.5e-05  1.9e-06  2.5e+04  1.3e+02
  7090  2.54644e-02  1.234e-02  5.825e-04   3.5e-05  1.9e-06  2.5e+04  6.4e+01
  7100  2.54564e-02  1.232e-02  5.809e-04   3.5e-05  1.9e-06  2.5e+04  1.2e+02
  7110  2.54478e-02  1.229e-02  5.791e-04   3.5e-05  1.9e-06  2.5e+04  1.4e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  7120  2.54399e-02  1.227e-02  5.775e-04   3.5e-05  1.9e-06  2.5e+04  6.9e+01
  7130  2.54352e-02  1.226e-02  5.765e-04   3.5e-05  1.9e-06  2.5e+04  1.5e+02
  7140  2.54279e-02  1.224e-02  5.750e-04   3.5e-05  1.9e-06  2.5e+04  6.9e+01
  7150  2.54235e-02  1.222e-02  5.741e-04   3.5e-05  1.9e-06  2.5e+04  1.4e+02
  7160  2.54158e-02  1.220e-02  5.726e-04   3.5e-05  1.9e-06  2.5e+04  2.0e+02
  7170  2.54114e-02  1.219e-02  5.717e-04   3.5e-05  1.9e-06  2.5e+04  1.6e+02
  7180  2.54026e-02  1.216e-02  5.699e-04   3.5e-05  1.9e-06  2.5e+04  9.7e+01
  7190  2.53944e-02  1.214e-02  5.683e-04   3.5e-05  1.8e-06  2.5e+04  1.1e+02
  7200  2.53864e-02  1.212e-02  5.667e-04   3.5e-05  1.8e-06  2.5e+04  2.0e+02
  7210  2.53798e-02  1.210e-02  5.654e-04   3.5e-05  1.8e-06  2.5e+04  1.3e+02
  7220  2.53731e-02  1.208e-02  5.641e-04   3.5e-05  1.8e-06  2.5e+04  1.5e+02
  7230  2.53641e-02  1.206e-02  5.624e-04   3.5e-05  1.8e-06  2.5e+04  1.6e+02
  7240  2.53555e-02  1.203e-02  5.607e-04   3.5e-05  1.8e-06  2.5e+04  1.4e+02
  7250  2.53488e-02  1.202e-02  5.594e-04   3.4e-05  1.8e-06  2.5e+04  6.8e+01
  7260  2.53378e-02  1.199e-02  5.573e-04   3.4e-05  1.8e-06  2.5e+04  1.6e+02
  7270  2.53298e-02  1.196e-02  5.558e-04   3.4e-05  1.8e-06  2.5e+04  1.8e+02
  7280  2.53231e-02  1.195e-02  5.545e-04   3.4e-05  1.8e-06  2.5e+04  1.4e+02
  7290  2.53175e-02  1.193e-02  5.535e-04   3.4e-05  1.8e-06  2.5e+04  1.1e+02
  7300  2.53106e-02  1.191e-02  5.522e-04   3.4e-05  1.8e-06  2.6e+04  2.1e+02
  7310  2.53076e-02  1.190e-02  5.516e-04   3.4e-05  1.8e-06  2.6e+04  2.0e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  7320  2.53039e-02  1.189e-02  5.509e-04   3.4e-05  1.8e-06  2.6e+04  1.3e+02
  7330  2.52958e-02  1.187e-02  5.494e-04   3.4e-05  1.8e-06  2.6e+04  1.7e+02
  7340  2.52915e-02  1.186e-02  5.486e-04   3.4e-05  1.8e-06  2.6e+04  3.1e+02
  7350  2.52837e-02  1.184e-02  5.472e-04   3.4e-05  1.8e-06  2.6e+04  1.4e+02
  7360  2.52792e-02  1.183e-02  5.464e-04   3.4e-05  1.8e-06  2.6e+04  2.1e+02
  7370  2.52733e-02  1.181e-02  5.454e-04   3.4e-05  1.8e-06  2.6e+04  1.2e+02
  7380  2.52679e-02  1.180e-02  5.444e-04   3.4e-05  1.8e-06  2.6e+04  1.9e+02
  7390  2.52625e-02  1.178e-02  5.435e-04   3.4e-05  1.8e-06  2.6e+04  8.4e+01
  7400  2.52552e-02  1.176e-02  5.422e-04   3.4e-05  1.8e-06  2.6e+04  1.2e+02
  7410  2.52487e-02  1.175e-02  5.412e-04   3.4e-05  1.8e-06  2.6e+04  1.4e+02
  7420  2.52416e-02  1.173e-02  5.399e-04   3.4e-05  1.8e-06  2.6e+04  1.6e+02
  7430  2.52368e-02  1.172e-02  5.391e-04   3.4e-05  1.8e-06  2.6e+04  1.5e+02
  7440  2.52279e-02  1.169e-02  5.377e-04   3.4e-05  1.8e-06  2.6e+04  8.3e+01
  7450  2.52221e-02  1.168e-02  5.367e-04   3.4e-05  1.8e-06  2.6e+04  9.2e+01
  7460  2.52140e-02  1.166e-02  5.354e-04   3.3e-05  1.8e-06  2.6e+04  2.0e+02
  7470  2.52067e-02  1.164e-02  5.342e-04   3.3e-05  1.8e-06  2.6e+04  1.2e+02
  7480  2.51999e-02  1.162e-02  5.332e-04   3.3e-05  1.8e-06  2.6e+04  1.3e+02
  7490  2.51891e-02  1.160e-02  5.315e-04   3.3e-05  1.8e-06  2.6e+04  1.9e+02
  7500  2.51831e-02  1.158e-02  5.306e-04   3.3e-05  1.8e-06  2.6e+04  1.4e+02
  7510  2.51759e-02  1.157e-02  5.294e-04   3.3e-05  1.8e-06  2.6e+04  1.1e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  7520  2.51684e-02  1.155e-02  5.283e-04   3.3e-05  1.8e-06  2.6e+04  2.0e+02
  7530  2.51611e-02  1.153e-02  5.272e-04   3.3e-05  1.8e-06  2.6e+04  1.4e+02
  7540  2.51503e-02  1.150e-02  5.256e-04   3.3e-05  1.8e-06  2.6e+04  2.3e+02
  7550  2.51422e-02  1.149e-02  5.244e-04   3.3e-05  1.8e-06  2.6e+04  1.8e+02
  7560  2.51355e-02  1.147e-02  5.234e-04   3.3e-05  1.8e-06  2.6e+04  7.8e+01
  7570  2.51289e-02  1.145e-02  5.224e-04   3.3e-05  1.8e-06  2.6e+04  1.9e+02
  7580  2.51219e-02  1.144e-02  5.214e-04   3.3e-05  1.8e-06  2.6e+04  2.1e+02
  7590  2.51173e-02  1.143e-02  5.208e-04   3.3e-05  1.8e-06  2.6e+04  1.7e+02
  7600  2.51100e-02  1.141e-02  5.197e-04   3.3e-05  1.7e-06  2.6e+04  1.9e+02
  7610  2.51060e-02  1.140e-02  5.192e-04   3.3e-05  1.7e-06  2.6e+04  2.5e+02
  7620  2.50998e-02  1.139e-02  5.183e-04   3.3e-05  1.7e-06  2.6e+04  1.1e+02
  7630  2.50918e-02  1.137e-02  5.172e-04   3.3e-05  1.7e-06  2.6e+04  7.5e+01
  7640  2.50852e-02  1.135e-02  5.163e-04   3.3e-05  1.7e-06  2.6e+04  2.7e+02
  7650  2.50772e-02  1.134e-02  5.152e-04   3.3e-05  1.7e-06  2.6e+04  1.6e+02
  7660  2.50719e-02  1.132e-02  5.145e-04   3.3e-05  1.7e-06  2.6e+04  2.3e+02
  7670  2.50626e-02  1.130e-02  5.133e-04   3.2e-05  1.7e-06  2.6e+04  1.6e+02
  7680  2.50531e-02  1.128e-02  5.120e-04   3.2e-05  1.7e-06  2.6e+04  9.5e+01
