OS                           : Linux-5.14.21-150400.24.81_12.0.86-cray_shasta_c-x86_64-with-glibc2.31
Python Version               : 3.9.15
CuPy Version                 : 12.1.0
CuPy Platform                : NVIDIA CUDA
NumPy Version                : 1.23.5
SciPy Version                : 1.9.3
Cython Build Version         : 0.29.32
Cython Runtime Version       : None
CUDA Root                    : /opt/nvidia/hpc_sdk/Linux_x86_64/22.7/cuda/11.7
nvcc PATH                    : /opt/nvidia/hpc_sdk/Linux_x86_64/22.7/cuda/11.7/bin/nvcc
CUDA Build Version           : 11080
CUDA Driver Version          : 12000
CUDA Runtime Version         : 11070
cuBLAS Version               : (available)
cuFFT Version                : 10702
cuRAND Version               : 10210
cuSOLVER Version             : (11, 3, 5)
cuSPARSE Version             : (available)
NVRTC Version                : (11, 7)
Thrust Version               : 101501
CUB Build Version            : 101501
Jitify Build Version         : 4a37de0
cuDNN Build Version          : 8801
cuDNN Version                : 8302
NCCL Build Version           : 21602
NCCL Runtime Version         : 21505
cuTENSOR Version             : 10500
cuSPARSELt Build Version     : None
Device 0 Name                : NVIDIA A100-SXM4-40GB
Device 0 Compute Capability  : 80
Device 0 PCI Bus ID          : 0000:C1:00.0
None
./trajdata100/train_lih_6-31g.npy
Sizes of ptrain and pdot:
[(199996, 11, 11), (199996, 11, 11)]
len(theta) = 14641
len(jac) = 24199516
 
LSMR            Least-squares solution of  Ax = b

The matrix A has 48399032 rows and 14641 columns
damp = 0.00000000000000e+00

atol = 1.00e-08                 conlim = 1.00e+08

btol = 1.00e-08             maxiter =    20000

 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 10730  2.00667e-02  6.555e-03  2.603e-04   1.9e-05  1.3e-06  3.1e+04  1.0e+02
 10740  2.00607e-02  6.546e-03  2.599e-04   1.9e-05  1.3e-06  3.1e+04  3.0e+02
 10750  2.00526e-02  6.535e-03  2.595e-04   1.9e-05  1.3e-06  3.1e+04  2.7e+02
 10760  2.00464e-02  6.526e-03  2.592e-04   1.9e-05  1.3e-06  3.1e+04  1.1e+02
 10770  2.00380e-02  6.514e-03  2.588e-04   1.9e-05  1.3e-06  3.1e+04  8.5e+01
 10780  2.00306e-02  6.503e-03  2.584e-04   1.9e-05  1.3e-06  3.1e+04  7.7e+01
 10790  2.00254e-02  6.495e-03  2.581e-04   1.9e-05  1.3e-06  3.1e+04  2.4e+02
 10800  2.00176e-02  6.483e-03  2.577e-04   1.9e-05  1.3e-06  3.1e+04  1.0e+02
 10810  2.00128e-02  6.476e-03  2.574e-04   1.9e-05  1.3e-06  3.1e+04  2.8e+02
 10820  2.00069e-02  6.467e-03  2.571e-04   1.9e-05  1.3e-06  3.1e+04  9.4e+01
 10830  1.99990e-02  6.454e-03  2.566e-04   1.9e-05  1.3e-06  3.1e+04  8.8e+01
 10840  1.99924e-02  6.443e-03  2.563e-04   1.8e-05  1.3e-06  3.1e+04  1.3e+02
 10850  1.99876e-02  6.435e-03  2.560e-04   1.8e-05  1.3e-06  3.1e+04  1.6e+02
 10860  1.99831e-02  6.428e-03  2.557e-04   1.8e-05  1.3e-06  3.1e+04  1.2e+02
 10870  1.99766e-02  6.417e-03  2.553e-04   1.8e-05  1.3e-06  3.1e+04  3.1e+02
 10880  1.99732e-02  6.411e-03  2.551e-04   1.8e-05  1.3e-06  3.1e+04  1.9e+02
 10890  1.99682e-02  6.401e-03  2.548e-04   1.8e-05  1.3e-06  3.1e+04  1.4e+02
 10900  1.99605e-02  6.387e-03  2.543e-04   1.8e-05  1.3e-06  3.1e+04  2.7e+02
 10910  1.99539e-02  6.375e-03  2.539e-04   1.8e-05  1.3e-06  3.1e+04  9.6e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 10920  1.99474e-02  6.362e-03  2.535e-04   1.8e-05  1.3e-06  3.1e+04  1.2e+02
 10930  1.99411e-02  6.350e-03  2.530e-04   1.8e-05  1.3e-06  3.1e+04  2.5e+02
 10940  1.99376e-02  6.343e-03  2.528e-04   1.8e-05  1.3e-06  3.1e+04  2.3e+02
 10950  1.99318e-02  6.331e-03  2.524e-04   1.8e-05  1.3e-06  3.1e+04  1.1e+02
 10960  1.99246e-02  6.316e-03  2.519e-04   1.8e-05  1.3e-06  3.1e+04  2.5e+02
 10970  1.99191e-02  6.305e-03  2.515e-04   1.8e-05  1.3e-06  3.1e+04  2.0e+02
 10980  1.99144e-02  6.294e-03  2.511e-04   1.8e-05  1.3e-06  3.1e+04  1.9e+02
 10990  1.99076e-02  6.279e-03  2.506e-04   1.8e-05  1.3e-06  3.1e+04  1.4e+02
 11000  1.99028e-02  6.268e-03  2.503e-04   1.8e-05  1.3e-06  3.1e+04  2.4e+02
 11010  1.98991e-02  6.260e-03  2.500e-04   1.8e-05  1.3e-06  3.1e+04  3.8e+02
 11020  1.98928e-02  6.245e-03  2.495e-04   1.8e-05  1.3e-06  3.1e+04  1.7e+02
 11030  1.98877e-02  6.233e-03  2.491e-04   1.8e-05  1.3e-06  3.1e+04  1.6e+02
 11040  1.98822e-02  6.219e-03  2.486e-04   1.8e-05  1.3e-06  3.1e+04  1.1e+02
 11050  1.98767e-02  6.205e-03  2.482e-04   1.8e-05  1.3e-06  3.1e+04  1.2e+02
 11060  1.98677e-02  6.183e-03  2.474e-04   1.8e-05  1.3e-06  3.1e+04  8.8e+01
 11070  1.98627e-02  6.170e-03  2.470e-04   1.8e-05  1.3e-06  3.1e+04  1.9e+02
 11080  1.98553e-02  6.150e-03  2.463e-04   1.8e-05  1.3e-06  3.1e+04  2.5e+02
 11090  1.98473e-02  6.129e-03  2.456e-04   1.8e-05  1.3e-06  3.1e+04  1.2e+02
 11100  1.98413e-02  6.114e-03  2.451e-04   1.8e-05  1.3e-06  3.1e+04  3.9e+02
 11110  1.98347e-02  6.095e-03  2.445e-04   1.8e-05  1.3e-06  3.1e+04  1.5e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 11120  1.98288e-02  6.079e-03  2.439e-04   1.7e-05  1.3e-06  3.2e+04  1.2e+02
 11130  1.98252e-02  6.069e-03  2.436e-04   1.7e-05  1.3e-06  3.2e+04  2.7e+02
 11140  1.98222e-02  6.060e-03  2.433e-04   1.7e-05  1.3e-06  3.2e+04  2.3e+02
 11150  1.98172e-02  6.045e-03  2.428e-04   1.7e-05  1.3e-06  3.2e+04  1.7e+02
 11160  1.98136e-02  6.035e-03  2.425e-04   1.7e-05  1.3e-06  3.2e+04  3.1e+02
 11170  1.98114e-02  6.028e-03  2.422e-04   1.7e-05  1.3e-06  3.2e+04  1.6e+02
 11180  1.98061e-02  6.011e-03  2.417e-04   1.7e-05  1.3e-06  3.2e+04  6.5e+01
 11190  1.98007e-02  5.993e-03  2.411e-04   1.7e-05  1.3e-06  3.2e+04  1.0e+02
 11200  1.97978e-02  5.984e-03  2.408e-04   1.7e-05  1.3e-06  3.2e+04  2.1e+02
 11210  1.97923e-02  5.965e-03  2.401e-04   1.7e-05  1.3e-06  3.2e+04  1.5e+02
 11220  1.97876e-02  5.949e-03  2.396e-04   1.7e-05  1.3e-06  3.2e+04  2.1e+02
 11230  1.97845e-02  5.938e-03  2.393e-04   1.7e-05  1.3e-06  3.2e+04  1.8e+02
 11240  1.97811e-02  5.926e-03  2.389e-04   1.7e-05  1.3e-06  3.2e+04  9.8e+01
 11250  1.97754e-02  5.906e-03  2.382e-04   1.7e-05  1.3e-06  3.2e+04  1.9e+02
 11260  1.97718e-02  5.893e-03  2.377e-04   1.7e-05  1.3e-06  3.2e+04  1.1e+02
 11270  1.97678e-02  5.877e-03  2.372e-04   1.7e-05  1.3e-06  3.2e+04  1.5e+02
 11280  1.97593e-02  5.845e-03  2.362e-04   1.7e-05  1.3e-06  3.2e+04  1.3e+02
 11290  1.97555e-02  5.831e-03  2.357e-04   1.7e-05  1.3e-06  3.2e+04  8.6e+01
 11300  1.97513e-02  5.814e-03  2.351e-04   1.7e-05  1.3e-06  3.2e+04  1.9e+02
 11310  1.97444e-02  5.787e-03  2.342e-04   1.7e-05  1.3e-06  3.2e+04  6.5e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 11320  1.97394e-02  5.767e-03  2.335e-04   1.7e-05  1.3e-06  3.2e+04  1.0e+02
 11330  1.97351e-02  5.749e-03  2.330e-04   1.7e-05  1.3e-06  3.2e+04  1.1e+02
 11340  1.97269e-02  5.716e-03  2.318e-04   1.6e-05  1.3e-06  3.2e+04  1.2e+02
 11350  1.97226e-02  5.698e-03  2.312e-04   1.6e-05  1.3e-06  3.2e+04  1.3e+02
 11360  1.97186e-02  5.681e-03  2.306e-04   1.6e-05  1.3e-06  3.2e+04  1.5e+02
 11370  1.97109e-02  5.648e-03  2.295e-04   1.6e-05  1.3e-06  3.2e+04  1.4e+02
 11380  1.97058e-02  5.626e-03  2.288e-04   1.6e-05  1.3e-06  3.2e+04  1.8e+02
 11390  1.97023e-02  5.610e-03  2.282e-04   1.6e-05  1.3e-06  3.2e+04  9.0e+01
 11400  1.96988e-02  5.595e-03  2.277e-04   1.6e-05  1.3e-06  3.2e+04  9.9e+01
 11410  1.96942e-02  5.574e-03  2.270e-04   1.6e-05  1.3e-06  3.2e+04  1.6e+02
 11420  1.96898e-02  5.554e-03  2.263e-04   1.6e-05  1.3e-06  3.2e+04  6.7e+01
 11430  1.96848e-02  5.531e-03  2.255e-04   1.6e-05  1.3e-06  3.2e+04  1.3e+02
 11440  1.96782e-02  5.499e-03  2.244e-04   1.6e-05  1.3e-06  3.2e+04  7.0e+01
 11450  1.96749e-02  5.484e-03  2.238e-04   1.6e-05  1.3e-06  3.2e+04  1.8e+02
 11460  1.96703e-02  5.462e-03  2.231e-04   1.6e-05  1.3e-06  3.2e+04  1.6e+02
 11470  1.96659e-02  5.440e-03  2.223e-04   1.6e-05  1.3e-06  3.2e+04  1.8e+02
 11480  1.96620e-02  5.421e-03  2.216e-04   1.6e-05  1.3e-06  3.2e+04  1.1e+02
 11490  1.96585e-02  5.404e-03  2.210e-04   1.6e-05  1.3e-06  3.2e+04  9.0e+01
 11500  1.96510e-02  5.366e-03  2.196e-04   1.5e-05  1.3e-06  3.2e+04  1.4e+02
 11510  1.96467e-02  5.344e-03  2.189e-04   1.5e-05  1.3e-06  3.2e+04  2.0e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 11520  1.96428e-02  5.324e-03  2.181e-04   1.5e-05  1.3e-06  3.2e+04  1.2e+02
 11530  1.96377e-02  5.298e-03  2.172e-04   1.5e-05  1.3e-06  3.2e+04  8.9e+01
 11540  1.96340e-02  5.278e-03  2.165e-04   1.5e-05  1.3e-06  3.2e+04  2.3e+02
 11550  1.96309e-02  5.262e-03  2.159e-04   1.5e-05  1.3e-06  3.2e+04  2.3e+02
 11560  1.96288e-02  5.250e-03  2.155e-04   1.5e-05  1.3e-06  3.2e+04  1.5e+02
 11570  1.96245e-02  5.227e-03  2.146e-04   1.5e-05  1.3e-06  3.2e+04  1.2e+02
 11580  1.96224e-02  5.215e-03  2.141e-04   1.5e-05  1.3e-06  3.2e+04  1.7e+02
 11590  1.96191e-02  5.196e-03  2.135e-04   1.5e-05  1.3e-06  3.2e+04  1.8e+02
 11600  1.96166e-02  5.181e-03  2.129e-04   1.5e-05  1.3e-06  3.2e+04  1.6e+02
 11610  1.96135e-02  5.163e-03  2.122e-04   1.5e-05  1.3e-06  3.2e+04  1.0e+02
 11620  1.96106e-02  5.145e-03  2.116e-04   1.5e-05  1.3e-06  3.2e+04  7.7e+01
 11630  1.96091e-02  5.136e-03  2.112e-04   1.5e-05  1.3e-06  3.2e+04  2.6e+02
 11640  1.96061e-02  5.117e-03  2.106e-04   1.5e-05  1.3e-06  3.2e+04  1.0e+02
 11650  1.96032e-02  5.099e-03  2.099e-04   1.5e-05  1.3e-06  3.2e+04  8.5e+01
 11660  1.95992e-02  5.073e-03  2.089e-04   1.5e-05  1.3e-06  3.2e+04  8.7e+01
 11670  1.95954e-02  5.048e-03  2.080e-04   1.4e-05  1.3e-06  3.2e+04  1.3e+02
 11680  1.95909e-02  5.019e-03  2.069e-04   1.4e-05  1.3e-06  3.2e+04  1.2e+02
 11690  1.95876e-02  4.997e-03  2.060e-04   1.4e-05  1.3e-06  3.2e+04  1.8e+02
 11700  1.95836e-02  4.971e-03  2.050e-04   1.4e-05  1.3e-06  3.2e+04  6.5e+01
 11710  1.95800e-02  4.947e-03  2.041e-04   1.4e-05  1.3e-06  3.2e+04  7.6e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 11720  1.95767e-02  4.925e-03  2.032e-04   1.4e-05  1.3e-06  3.2e+04  1.0e+02
 11730  1.95737e-02  4.905e-03  2.024e-04   1.4e-05  1.3e-06  3.2e+04  1.7e+02
 11740  1.95694e-02  4.876e-03  2.013e-04   1.4e-05  1.3e-06  3.2e+04  1.2e+02
 11750  1.95662e-02  4.854e-03  2.004e-04   1.4e-05  1.3e-06  3.2e+04  9.1e+01
 11760  1.95638e-02  4.837e-03  1.997e-04   1.4e-05  1.3e-06  3.2e+04  9.3e+01
 11770  1.95603e-02  4.813e-03  1.988e-04   1.4e-05  1.3e-06  3.2e+04  9.7e+01
 11780  1.95570e-02  4.790e-03  1.978e-04   1.4e-05  1.3e-06  3.2e+04  5.7e+01
 11790  1.95543e-02  4.771e-03  1.971e-04   1.4e-05  1.3e-06  3.2e+04  1.1e+02
 11800  1.95504e-02  4.744e-03  1.959e-04   1.4e-05  1.3e-06  3.2e+04  1.4e+02
 11810  1.95478e-02  4.726e-03  1.952e-04   1.4e-05  1.3e-06  3.2e+04  8.3e+01
 11820  1.95445e-02  4.703e-03  1.942e-04   1.4e-05  1.3e-06  3.2e+04  8.1e+01
 11830  1.95419e-02  4.685e-03  1.935e-04   1.3e-05  1.3e-06  3.3e+04  1.1e+02
 11840  1.95401e-02  4.672e-03  1.929e-04   1.3e-05  1.3e-06  3.3e+04  1.2e+02
 11850  1.95382e-02  4.659e-03  1.924e-04   1.3e-05  1.3e-06  3.3e+04  1.4e+02
 11860  1.95359e-02  4.643e-03  1.917e-04   1.3e-05  1.3e-06  3.3e+04  2.4e+02
 11870  1.95347e-02  4.634e-03  1.913e-04   1.3e-05  1.3e-06  3.3e+04  1.5e+02
 11880  1.95326e-02  4.619e-03  1.907e-04   1.3e-05  1.3e-06  3.3e+04  1.0e+02
 11890  1.95308e-02  4.606e-03  1.901e-04   1.3e-05  1.3e-06  3.3e+04  5.9e+01
 11900  1.95289e-02  4.592e-03  1.895e-04   1.3e-05  1.3e-06  3.3e+04  1.1e+02
 11910  1.95266e-02  4.574e-03  1.888e-04   1.3e-05  1.3e-06  3.3e+04  1.2e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 11920  1.95247e-02  4.560e-03  1.882e-04   1.3e-05  1.3e-06  3.3e+04  9.9e+01
 11930  1.95226e-02  4.544e-03  1.874e-04   1.3e-05  1.3e-06  3.3e+04  1.9e+02
 11940  1.95208e-02  4.530e-03  1.868e-04   1.3e-05  1.3e-06  3.3e+04  1.0e+02
 11950  1.95185e-02  4.512e-03  1.861e-04   1.3e-05  1.3e-06  3.3e+04  1.3e+02
 11960  1.95168e-02  4.498e-03  1.855e-04   1.3e-05  1.3e-06  3.3e+04  1.8e+02
 11970  1.95154e-02  4.487e-03  1.850e-04   1.3e-05  1.3e-06  3.3e+04  7.9e+01
 11980  1.95134e-02  4.471e-03  1.842e-04   1.3e-05  1.3e-06  3.3e+04  8.6e+01
 11990  1.95122e-02  4.461e-03  1.838e-04   1.3e-05  1.3e-06  3.3e+04  2.3e+02
 12000  1.95102e-02  4.443e-03  1.830e-04   1.3e-05  1.3e-06  3.3e+04  1.6e+02
 12010  1.95085e-02  4.429e-03  1.824e-04   1.3e-05  1.3e-06  3.3e+04  1.4e+02
 12020  1.95062e-02  4.409e-03  1.815e-04   1.3e-05  1.3e-06  3.3e+04  8.4e+01
 12030  1.95048e-02  4.396e-03  1.809e-04   1.3e-05  1.3e-06  3.3e+04  7.7e+01
 12040  1.95028e-02  4.379e-03  1.801e-04   1.3e-05  1.3e-06  3.3e+04  1.1e+02
 12050  1.95014e-02  4.367e-03  1.796e-04   1.3e-05  1.3e-06  3.3e+04  5.5e+01
 12060  1.95000e-02  4.354e-03  1.790e-04   1.3e-05  1.3e-06  3.3e+04  9.4e+01
 12070  1.94987e-02  4.342e-03  1.784e-04   1.2e-05  1.3e-06  3.3e+04  1.9e+02
 12080  1.94978e-02  4.334e-03  1.780e-04   1.2e-05  1.3e-06  3.3e+04  7.6e+01
 12090  1.94963e-02  4.320e-03  1.774e-04   1.2e-05  1.2e-06  3.3e+04  2.1e+02
 12100  1.94949e-02  4.306e-03  1.767e-04   1.2e-05  1.2e-06  3.3e+04  2.0e+02
 12110  1.94937e-02  4.294e-03  1.762e-04   1.2e-05  1.2e-06  3.3e+04  1.4e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 12120  1.94928e-02  4.285e-03  1.758e-04   1.2e-05  1.2e-06  3.3e+04  1.6e+02
 12130  1.94920e-02  4.278e-03  1.754e-04   1.2e-05  1.2e-06  3.3e+04  1.4e+02
 12140  1.94907e-02  4.265e-03  1.748e-04   1.2e-05  1.2e-06  3.3e+04  6.3e+01
 12150  1.94897e-02  4.255e-03  1.743e-04   1.2e-05  1.2e-06  3.3e+04  1.4e+02
 12160  1.94887e-02  4.245e-03  1.739e-04   1.2e-05  1.2e-06  3.3e+04  1.1e+02
 12170  1.94878e-02  4.235e-03  1.734e-04   1.2e-05  1.2e-06  3.3e+04  1.7e+02
 12180  1.94872e-02  4.229e-03  1.731e-04   1.2e-05  1.2e-06  3.3e+04  1.5e+02
 12190  1.94864e-02  4.220e-03  1.727e-04   1.2e-05  1.2e-06  3.3e+04  8.1e+01
 12200  1.94853e-02  4.209e-03  1.722e-04   1.2e-05  1.2e-06  3.3e+04  1.0e+02
 12210  1.94850e-02  4.205e-03  1.720e-04   1.2e-05  1.2e-06  3.3e+04  2.6e+02
 12220  1.94837e-02  4.192e-03  1.714e-04   1.2e-05  1.2e-06  3.3e+04  2.2e+02
 12230  1.94828e-02  4.182e-03  1.709e-04   1.2e-05  1.2e-06  3.3e+04  1.6e+02
 12240  1.94822e-02  4.176e-03  1.706e-04   1.2e-05  1.2e-06  3.3e+04  2.0e+02
 12250  1.94814e-02  4.167e-03  1.702e-04   1.2e-05  1.2e-06  3.3e+04  9.0e+01
 12260  1.94806e-02  4.158e-03  1.698e-04   1.2e-05  1.2e-06  3.3e+04  1.4e+02
 12270  1.94799e-02  4.150e-03  1.694e-04   1.2e-05  1.2e-06  3.3e+04  1.8e+02
 12280  1.94795e-02  4.146e-03  1.692e-04   1.2e-05  1.2e-06  3.3e+04  2.2e+02
 12290  1.94789e-02  4.139e-03  1.689e-04   1.2e-05  1.2e-06  3.3e+04  2.0e+02
 12300  1.94782e-02  4.131e-03  1.685e-04   1.2e-05  1.2e-06  3.3e+04  1.5e+02
 12310  1.94776e-02  4.124e-03  1.682e-04   1.2e-05  1.2e-06  3.3e+04  1.5e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 12320  1.94770e-02  4.118e-03  1.679e-04   1.2e-05  1.2e-06  3.3e+04  1.3e+02
 12330  1.94764e-02  4.110e-03  1.676e-04   1.2e-05  1.2e-06  3.3e+04  1.1e+02
 12340  1.94755e-02  4.100e-03  1.671e-04   1.2e-05  1.2e-06  3.3e+04  1.9e+02
 12350  1.94750e-02  4.094e-03  1.668e-04   1.2e-05  1.2e-06  3.3e+04  1.9e+02
 12360  1.94742e-02  4.085e-03  1.664e-04   1.2e-05  1.2e-06  3.3e+04  8.4e+01
 12370  1.94732e-02  4.073e-03  1.658e-04   1.2e-05  1.2e-06  3.3e+04  1.5e+02
 12380  1.94725e-02  4.064e-03  1.655e-04   1.2e-05  1.2e-06  3.3e+04  2.4e+02
 12390  1.94717e-02  4.055e-03  1.650e-04   1.2e-05  1.2e-06  3.3e+04  1.9e+02
 12400  1.94711e-02  4.048e-03  1.647e-04   1.2e-05  1.2e-06  3.3e+04  1.4e+02
 12410  1.94705e-02  4.040e-03  1.643e-04   1.2e-05  1.2e-06  3.3e+04  7.1e+01
 12420  1.94699e-02  4.033e-03  1.640e-04   1.2e-05  1.2e-06  3.3e+04  8.2e+01
 12430  1.94689e-02  4.021e-03  1.635e-04   1.2e-05  1.2e-06  3.3e+04  1.1e+02
 12440  1.94681e-02  4.012e-03  1.630e-04   1.2e-05  1.2e-06  3.3e+04  5.6e+01
 12450  1.94671e-02  4.000e-03  1.625e-04   1.1e-05  1.2e-06  3.3e+04  1.1e+02
 12460  1.94662e-02  3.989e-03  1.619e-04   1.1e-05  1.2e-06  3.3e+04  1.2e+02
 12470  1.94652e-02  3.977e-03  1.614e-04   1.1e-05  1.2e-06  3.3e+04  1.1e+02
 12480  1.94643e-02  3.966e-03  1.609e-04   1.1e-05  1.2e-06  3.3e+04  1.0e+02
 12490  1.94634e-02  3.955e-03  1.603e-04   1.1e-05  1.2e-06  3.3e+04  8.7e+01
 12500  1.94628e-02  3.948e-03  1.600e-04   1.1e-05  1.2e-06  3.3e+04  1.2e+02
 12510  1.94620e-02  3.939e-03  1.596e-04   1.1e-05  1.2e-06  3.3e+04  1.0e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 12520  1.94610e-02  3.926e-03  1.589e-04   1.1e-05  1.2e-06  3.3e+04  6.9e+01
 12530  1.94604e-02  3.919e-03  1.586e-04   1.1e-05  1.2e-06  3.3e+04  1.1e+02
 12540  1.94596e-02  3.909e-03  1.582e-04   1.1e-05  1.2e-06  3.3e+04  8.2e+01
 12550  1.94590e-02  3.902e-03  1.578e-04   1.1e-05  1.2e-06  3.3e+04  1.3e+02
 12560  1.94581e-02  3.890e-03  1.572e-04   1.1e-05  1.2e-06  3.3e+04  1.1e+02
 12570  1.94568e-02  3.875e-03  1.565e-04   1.1e-05  1.2e-06  3.4e+04  1.5e+02
 12580  1.94560e-02  3.865e-03  1.560e-04   1.1e-05  1.2e-06  3.4e+04  1.1e+02
 12590  1.94553e-02  3.857e-03  1.556e-04   1.1e-05  1.2e-06  3.4e+04  1.0e+02
 12600  1.94546e-02  3.848e-03  1.552e-04   1.1e-05  1.2e-06  3.4e+04  6.8e+01
 12610  1.94538e-02  3.838e-03  1.547e-04   1.1e-05  1.2e-06  3.4e+04  2.5e+02
 12620  1.94534e-02  3.833e-03  1.544e-04   1.1e-05  1.2e-06  3.4e+04  1.8e+02
 12630  1.94529e-02  3.827e-03  1.541e-04   1.1e-05  1.2e-06  3.4e+04  2.4e+02
 12640  1.94525e-02  3.822e-03  1.539e-04   1.1e-05  1.2e-06  3.4e+04  1.9e+02
 12650  1.94517e-02  3.812e-03  1.534e-04   1.1e-05  1.2e-06  3.4e+04  3.0e+02
 12660  1.94514e-02  3.809e-03  1.533e-04   1.1e-05  1.2e-06  3.4e+04  3.5e+02
 12670  1.94511e-02  3.805e-03  1.531e-04   1.1e-05  1.2e-06  3.4e+04  1.5e+02
 12680  1.94507e-02  3.799e-03  1.528e-04   1.1e-05  1.2e-06  3.4e+04  1.8e+02
 12690  1.94502e-02  3.793e-03  1.525e-04   1.1e-05  1.2e-06  3.4e+04  2.4e+02
 12700  1.94499e-02  3.790e-03  1.523e-04   1.1e-05  1.2e-06  3.4e+04  1.8e+02
 12710  1.94497e-02  3.786e-03  1.522e-04   1.1e-05  1.2e-06  3.4e+04  2.8e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 12720  1.94492e-02  3.781e-03  1.519e-04   1.1e-05  1.2e-06  3.4e+04  8.4e+01
 12730  1.94490e-02  3.777e-03  1.518e-04   1.1e-05  1.2e-06  3.4e+04  1.7e+02
 12740  1.94486e-02  3.773e-03  1.515e-04   1.1e-05  1.2e-06  3.4e+04  1.7e+02
 12750  1.94483e-02  3.769e-03  1.514e-04   1.1e-05  1.2e-06  3.4e+04  1.1e+02
 12760  1.94480e-02  3.764e-03  1.511e-04   1.1e-05  1.2e-06  3.4e+04  1.7e+02
 12770  1.94473e-02  3.755e-03  1.507e-04   1.1e-05  1.2e-06  3.4e+04  7.9e+01
 12780  1.94469e-02  3.749e-03  1.505e-04   1.1e-05  1.2e-06  3.4e+04  1.4e+02
 12790  1.94465e-02  3.744e-03  1.502e-04   1.1e-05  1.2e-06  3.4e+04  2.0e+02
 12800  1.94459e-02  3.735e-03  1.498e-04   1.1e-05  1.2e-06  3.4e+04  7.2e+01
 12810  1.94454e-02  3.728e-03  1.495e-04   1.1e-05  1.2e-06  3.4e+04  2.4e+02
 12820  1.94450e-02  3.722e-03  1.492e-04   1.1e-05  1.2e-06  3.4e+04  1.2e+02
 12830  1.94446e-02  3.717e-03  1.490e-04   1.1e-05  1.2e-06  3.4e+04  1.3e+02
 12840  1.94440e-02  3.708e-03  1.486e-04   1.1e-05  1.2e-06  3.4e+04  1.4e+02
 12850  1.94437e-02  3.703e-03  1.483e-04   1.1e-05  1.2e-06  3.4e+04  1.1e+02
 12860  1.94433e-02  3.697e-03  1.480e-04   1.1e-05  1.2e-06  3.4e+04  1.8e+02
 12870  1.94429e-02  3.691e-03  1.478e-04   1.1e-05  1.2e-06  3.4e+04  1.8e+02
 12880  1.94426e-02  3.686e-03  1.475e-04   1.1e-05  1.2e-06  3.4e+04  3.2e+02
 12890  1.94424e-02  3.682e-03  1.474e-04   1.1e-05  1.2e-06  3.4e+04  1.7e+02
 12900  1.94421e-02  3.677e-03  1.472e-04   1.1e-05  1.2e-06  3.4e+04  2.4e+02
 12910  1.94418e-02  3.672e-03  1.469e-04   1.1e-05  1.2e-06  3.4e+04  1.7e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 12920  1.94416e-02  3.668e-03  1.467e-04   1.1e-05  1.2e-06  3.4e+04  1.4e+02
 12930  1.94413e-02  3.662e-03  1.465e-04   1.1e-05  1.2e-06  3.4e+04  1.8e+02
 12940  1.94410e-02  3.656e-03  1.462e-04   1.0e-05  1.2e-06  3.4e+04  1.6e+02
 12950  1.94407e-02  3.649e-03  1.459e-04   1.0e-05  1.2e-06  3.4e+04  1.9e+02
 12960  1.94402e-02  3.639e-03  1.455e-04   1.0e-05  1.2e-06  3.4e+04  1.2e+02
 12970  1.94399e-02  3.633e-03  1.452e-04   1.0e-05  1.2e-06  3.4e+04  1.5e+02
 12980  1.94396e-02  3.627e-03  1.449e-04   1.0e-05  1.2e-06  3.4e+04  1.9e+02
 12990  1.94394e-02  3.621e-03  1.447e-04   1.0e-05  1.2e-06  3.4e+04  1.5e+02
 13000  1.94388e-02  3.609e-03  1.441e-04   1.0e-05  1.2e-06  3.4e+04  1.6e+02
 13010  1.94384e-02  3.599e-03  1.436e-04   1.0e-05  1.2e-06  3.4e+04  1.4e+02
 13020  1.94379e-02  3.589e-03  1.432e-04   1.0e-05  1.2e-06  3.4e+04  1.1e+02
 13030  1.94374e-02  3.577e-03  1.427e-04   1.0e-05  1.2e-06  3.4e+04  7.4e+01
 13040  1.94371e-02  3.570e-03  1.423e-04   1.0e-05  1.2e-06  3.4e+04  1.8e+02
 13050  1.94368e-02  3.564e-03  1.421e-04   1.0e-05  1.2e-06  3.4e+04  1.8e+02
 13060  1.94366e-02  3.559e-03  1.419e-04   1.0e-05  1.2e-06  3.4e+04  3.3e+02
 13070  1.94364e-02  3.554e-03  1.416e-04   1.0e-05  1.2e-06  3.4e+04  9.5e+01
 13080  1.94362e-02  3.548e-03  1.414e-04   1.0e-05  1.2e-06  3.4e+04  9.5e+01
