OS                           : Linux-5.14.21-150400.24.69_12.0.74-cray_shasta_c-x86_64-with-glibc2.31
Python Version               : 3.9.15
CuPy Version                 : 12.1.0
CuPy Platform                : NVIDIA CUDA
NumPy Version                : 1.23.5
SciPy Version                : 1.9.3
Cython Build Version         : 0.29.32
Cython Runtime Version       : None
CUDA Root                    : /opt/nvidia/hpc_sdk/Linux_x86_64/22.7/cuda/11.7
nvcc PATH                    : /opt/nvidia/hpc_sdk/Linux_x86_64/22.7/cuda/11.7/bin/nvcc
CUDA Build Version           : 11080
CUDA Driver Version          : 12000
CUDA Runtime Version         : 11070
cuBLAS Version               : (available)
cuFFT Version                : 10702
cuRAND Version               : 10210
cuSOLVER Version             : (11, 3, 5)
cuSPARSE Version             : (available)
NVRTC Version                : (11, 7)
Thrust Version               : 101501
CUB Build Version            : 101501
Jitify Build Version         : 4a37de0
cuDNN Build Version          : 8801
cuDNN Version                : 8302
NCCL Build Version           : 21602
NCCL Runtime Version         : 21505
cuTENSOR Version             : 10500
cuSPARSELt Build Version     : None
Device 0 Name                : NVIDIA A100-SXM4-40GB
Device 0 Compute Capability  : 80
Device 0 PCI Bus ID          : 0000:41:00.0
None
Size of p_train:
(20000, 29, 29)
len(theta) = 707281
len(jac) = 16816636
 
LSMR            Least-squares solution of  Ax = b

The matrix A has 33633272 rows and 707281 columns
damp = 0.00000000000000e+00

atol = 1.00e-32                 conlim = 1.00e+08

btol = 1.00e-32             maxiter =    20000

 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  1710  4.18380e-01  5.800e+01  3.176e-01   3.6e-01  1.3e-06  4.1e+03  5.7e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  1720  4.18797e-01  5.800e+01  3.160e-01   3.6e-01  1.3e-06  4.1e+03  4.1e+01
  1730  4.19284e-01  5.800e+01  3.142e-01   3.6e-01  1.3e-06  4.1e+03  9.2e+01
  1740  4.19687e-01  5.799e+01  3.127e-01   3.6e-01  1.3e-06  4.1e+03  1.0e+02
  1750  4.20130e-01  5.799e+01  3.111e-01   3.6e-01  1.3e-06  4.2e+03  1.1e+02
  1760  4.20508e-01  5.799e+01  3.097e-01   3.6e-01  1.3e-06  4.2e+03  6.6e+01
  1770  4.21088e-01  5.799e+01  3.076e-01   3.6e-01  1.3e-06  4.2e+03  8.6e+01
  1780  4.21545e-01  5.798e+01  3.061e-01   3.6e-01  1.3e-06  4.2e+03  1.0e+02
  1790  4.22014e-01  5.798e+01  3.045e-01   3.6e-01  1.3e-06  4.2e+03  5.0e+01
  1800  4.22470e-01  5.798e+01  3.030e-01   3.6e-01  1.2e-06  4.2e+03  9.2e+01
  1810  4.22901e-01  5.798e+01  3.016e-01   3.6e-01  1.2e-06  4.2e+03  6.4e+01
  1820  4.23472e-01  5.797e+01  2.997e-01   3.6e-01  1.2e-06  4.2e+03  7.9e+01
  1830  4.23939e-01  5.797e+01  2.983e-01   3.6e-01  1.2e-06  4.2e+03  5.8e+01
  1840  4.24506e-01  5.797e+01  2.966e-01   3.6e-01  1.2e-06  4.3e+03  6.6e+01
  1850  4.25012e-01  5.797e+01  2.951e-01   3.6e-01  1.2e-06  4.3e+03  8.1e+01
  1860  4.25623e-01  5.796e+01  2.935e-01   3.6e-01  1.2e-06  4.3e+03  1.0e+02
  1870  4.26212e-01  5.796e+01  2.920e-01   3.5e-01  1.2e-06  4.3e+03  7.4e+01
  1880  4.26931e-01  5.796e+01  2.903e-01   3.5e-01  1.2e-06  4.3e+03  8.0e+01
  1890  4.27540e-01  5.795e+01  2.889e-01   3.5e-01  1.2e-06  4.3e+03  6.0e+01
  1900  4.28218e-01  5.795e+01  2.874e-01   3.5e-01  1.1e-06  4.3e+03  1.2e+02
  1910  4.28935e-01  5.795e+01  2.859e-01   3.5e-01  1.1e-06  4.3e+03  7.4e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  1920  4.29613e-01  5.795e+01  2.846e-01   3.5e-01  1.1e-06  4.4e+03  9.2e+01
  1930  4.30311e-01  5.794e+01  2.832e-01   3.5e-01  1.1e-06  4.4e+03  1.0e+02
  1940  4.31074e-01  5.794e+01  2.817e-01   3.5e-01  1.1e-06  4.4e+03  8.1e+01
  1950  4.31767e-01  5.794e+01  2.803e-01   3.5e-01  1.1e-06  4.4e+03  5.8e+01
  1960  4.32536e-01  5.794e+01  2.787e-01   3.5e-01  1.1e-06  4.4e+03  4.8e+01
  1970  4.33142e-01  5.793e+01  2.775e-01   3.5e-01  1.1e-06  4.4e+03  7.7e+01
  1980  4.33830e-01  5.793e+01  2.760e-01   3.5e-01  1.1e-06  4.4e+03  9.2e+01
  1990  4.34472e-01  5.793e+01  2.746e-01   3.5e-01  1.1e-06  4.4e+03  7.0e+01
  2000  4.35231e-01  5.793e+01  2.729e-01   3.5e-01  1.1e-06  4.4e+03  5.7e+01
  2010  4.35904e-01  5.792e+01  2.714e-01   3.5e-01  1.1e-06  4.5e+03  1.2e+02
  2020  4.36511e-01  5.792e+01  2.700e-01   3.5e-01  1.0e-06  4.5e+03  7.6e+01
  2030  4.37199e-01  5.792e+01  2.685e-01   3.5e-01  1.0e-06  4.5e+03  7.3e+01
  2040  4.37742e-01  5.792e+01  2.673e-01   3.5e-01  1.0e-06  4.5e+03  7.4e+01
  2050  4.38425e-01  5.791e+01  2.659e-01   3.5e-01  1.0e-06  4.5e+03  5.7e+01
  2060  4.39179e-01  5.791e+01  2.643e-01   3.5e-01  1.0e-06  4.5e+03  4.1e+01
  2070  4.39890e-01  5.791e+01  2.629e-01   3.5e-01  1.0e-06  4.5e+03  1.3e+02
  2080  4.40496e-01  5.791e+01  2.617e-01   3.5e-01  1.0e-06  4.5e+03  9.2e+01
  2090  4.41248e-01  5.790e+01  2.603e-01   3.5e-01  9.9e-07  4.5e+03  8.6e+01
  2100  4.41982e-01  5.790e+01  2.589e-01   3.5e-01  9.8e-07  4.6e+03  8.9e+01
  2110  4.42762e-01  5.790e+01  2.575e-01   3.5e-01  9.7e-07  4.6e+03  6.8e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  2120  4.43484e-01  5.790e+01  2.562e-01   3.5e-01  9.7e-07  4.6e+03  8.2e+01
  2130  4.44376e-01  5.789e+01  2.546e-01   3.5e-01  9.6e-07  4.6e+03  1.2e+02
  2140  4.44991e-01  5.789e+01  2.535e-01   3.5e-01  9.5e-07  4.6e+03  6.4e+01
  2150  4.45702e-01  5.789e+01  2.523e-01   3.5e-01  9.5e-07  4.6e+03  6.4e+01
  2160  4.46451e-01  5.789e+01  2.510e-01   3.5e-01  9.4e-07  4.6e+03  9.5e+01
  2170  4.47258e-01  5.788e+01  2.498e-01   3.5e-01  9.3e-07  4.6e+03  1.3e+02
  2180  4.48044e-01  5.788e+01  2.485e-01   3.5e-01  9.3e-07  4.6e+03  7.3e+01
  2190  4.48769e-01  5.788e+01  2.474e-01   3.5e-01  9.2e-07  4.6e+03  5.6e+01
  2200  4.49603e-01  5.788e+01  2.461e-01   3.5e-01  9.1e-07  4.7e+03  8.7e+01
  2210  4.50346e-01  5.788e+01  2.450e-01   3.5e-01  9.1e-07  4.7e+03  9.6e+01
  2220  4.51236e-01  5.787e+01  2.437e-01   3.5e-01  9.0e-07  4.7e+03  1.2e+02
  2230  4.52158e-01  5.787e+01  2.424e-01   3.5e-01  8.9e-07  4.7e+03  5.5e+01
  2240  4.53100e-01  5.787e+01  2.410e-01   3.5e-01  8.9e-07  4.7e+03  4.7e+01
  2250  4.53853e-01  5.787e+01  2.399e-01   3.5e-01  8.8e-07  4.7e+03  1.2e+02
  2260  4.54686e-01  5.786e+01  2.388e-01   3.5e-01  8.7e-07  4.7e+03  6.9e+01
  2270  4.55437e-01  5.786e+01  2.378e-01   3.5e-01  8.7e-07  4.7e+03  8.3e+01
  2280  4.56395e-01  5.786e+01  2.365e-01   3.5e-01  8.6e-07  4.7e+03  5.6e+01
  2290  4.57299e-01  5.786e+01  2.353e-01   3.5e-01  8.6e-07  4.8e+03  5.5e+01
  2300  4.58122e-01  5.785e+01  2.343e-01   3.5e-01  8.5e-07  4.8e+03  7.2e+01
  2310  4.58794e-01  5.785e+01  2.335e-01   3.5e-01  8.5e-07  4.8e+03  6.8e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  2320  4.59749e-01  5.785e+01  2.323e-01   3.5e-01  8.4e-07  4.8e+03  1.2e+02
  2330  4.60836e-01  5.785e+01  2.310e-01   3.5e-01  8.3e-07  4.8e+03  4.5e+01
  2340  4.61755e-01  5.785e+01  2.299e-01   3.5e-01  8.3e-07  4.8e+03  1.5e+02
  2350  4.62856e-01  5.784e+01  2.287e-01   3.5e-01  8.2e-07  4.8e+03  6.3e+01
  2360  4.63762e-01  5.784e+01  2.277e-01   3.5e-01  8.2e-07  4.8e+03  8.7e+01
  2370  4.64791e-01  5.784e+01  2.266e-01   3.5e-01  8.1e-07  4.8e+03  6.2e+01
  2380  4.65968e-01  5.784e+01  2.255e-01   3.5e-01  8.0e-07  4.8e+03  7.9e+01
  2390  4.67021e-01  5.784e+01  2.245e-01   3.5e-01  8.0e-07  4.9e+03  8.9e+01
  2400  4.68181e-01  5.783e+01  2.234e-01   3.5e-01  7.9e-07  4.9e+03  4.1e+01
  2410  4.69246e-01  5.783e+01  2.225e-01   3.5e-01  7.9e-07  4.9e+03  1.2e+02
  2420  4.70411e-01  5.783e+01  2.215e-01   3.5e-01  7.8e-07  4.9e+03  1.3e+02
  2430  4.71464e-01  5.783e+01  2.206e-01   3.5e-01  7.8e-07  4.9e+03  9.0e+01
  2440  4.72798e-01  5.783e+01  2.196e-01   3.5e-01  7.7e-07  4.9e+03  1.0e+02
  2450  4.73993e-01  5.782e+01  2.186e-01   3.5e-01  7.7e-07  4.9e+03  1.5e+02
  2460  4.75413e-01  5.782e+01  2.175e-01   3.5e-01  7.6e-07  4.9e+03  6.9e+01
  2470  4.76649e-01  5.782e+01  2.166e-01   3.5e-01  7.6e-07  4.9e+03  8.4e+01
  2480  4.78166e-01  5.782e+01  2.154e-01   3.5e-01  7.5e-07  4.9e+03  4.0e+01
  2490  4.79328e-01  5.782e+01  2.146e-01   3.5e-01  7.5e-07  5.0e+03  5.7e+01
  2500  4.80628e-01  5.781e+01  2.137e-01   3.5e-01  7.4e-07  5.0e+03  1.2e+02
  2510  4.81897e-01  5.781e+01  2.128e-01   3.5e-01  7.4e-07  5.0e+03  1.3e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  2520  4.83189e-01  5.781e+01  2.119e-01   3.5e-01  7.4e-07  5.0e+03  1.1e+02
  2530  4.84468e-01  5.781e+01  2.110e-01   3.5e-01  7.3e-07  5.0e+03  9.6e+01
  2540  4.85721e-01  5.781e+01  2.102e-01   3.5e-01  7.3e-07  5.0e+03  8.2e+01
  2550  4.87052e-01  5.781e+01  2.093e-01   3.5e-01  7.2e-07  5.0e+03  1.4e+02
  2560  4.88380e-01  5.780e+01  2.085e-01   3.5e-01  7.2e-07  5.0e+03  7.6e+01
  2570  4.89911e-01  5.780e+01  2.075e-01   3.5e-01  7.1e-07  5.0e+03  1.0e+02
  2580  4.91287e-01  5.780e+01  2.066e-01   3.5e-01  7.1e-07  5.0e+03  1.4e+02
  2590  4.92677e-01  5.780e+01  2.056e-01   3.5e-01  7.0e-07  5.1e+03  1.2e+02
  2600  4.94190e-01  5.780e+01  2.046e-01   3.5e-01  7.0e-07  5.1e+03  8.7e+01
  2610  4.95453e-01  5.779e+01  2.038e-01   3.5e-01  6.9e-07  5.1e+03  7.5e+01
  2620  4.96705e-01  5.779e+01  2.030e-01   3.5e-01  6.9e-07  5.1e+03  5.2e+01
  2630  4.98244e-01  5.779e+01  2.019e-01   3.5e-01  6.9e-07  5.1e+03  5.6e+01
  2640  4.99556e-01  5.779e+01  2.010e-01   3.5e-01  6.8e-07  5.1e+03  8.5e+01
  2650  5.00850e-01  5.779e+01  2.001e-01   3.5e-01  6.8e-07  5.1e+03  4.8e+01
  2660  5.02051e-01  5.778e+01  1.993e-01   3.5e-01  6.7e-07  5.1e+03  1.3e+02
  2670  5.03229e-01  5.778e+01  1.985e-01   3.5e-01  6.7e-07  5.1e+03  8.9e+01
  2680  5.04619e-01  5.778e+01  1.974e-01   3.5e-01  6.6e-07  5.1e+03  7.1e+01
  2690  5.05824e-01  5.778e+01  1.966e-01   3.5e-01  6.6e-07  5.2e+03  1.1e+02
  2700  5.07168e-01  5.778e+01  1.956e-01   3.5e-01  6.6e-07  5.2e+03  7.0e+01
  2710  5.08246e-01  5.778e+01  1.947e-01   3.5e-01  6.5e-07  5.2e+03  1.2e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  2720  5.09564e-01  5.777e+01  1.937e-01   3.5e-01  6.5e-07  5.2e+03  1.2e+02
  2730  5.10617e-01  5.777e+01  1.929e-01   3.5e-01  6.4e-07  5.2e+03  1.2e+02
  2740  5.11637e-01  5.777e+01  1.922e-01   3.5e-01  6.4e-07  5.2e+03  6.6e+01
  2750  5.12757e-01  5.777e+01  1.913e-01   3.5e-01  6.4e-07  5.2e+03  6.2e+01
  2760  5.13985e-01  5.777e+01  1.904e-01   3.5e-01  6.3e-07  5.2e+03  6.0e+01
  2770  5.14996e-01  5.776e+01  1.896e-01   3.5e-01  6.3e-07  5.2e+03  6.0e+01
  2780  5.15993e-01  5.776e+01  1.888e-01   3.5e-01  6.2e-07  5.2e+03  1.1e+02
  2790  5.16947e-01  5.776e+01  1.881e-01   3.5e-01  6.2e-07  5.2e+03  8.7e+01
  2800  5.17998e-01  5.776e+01  1.873e-01   3.5e-01  6.2e-07  5.3e+03  7.1e+01
  2810  5.19022e-01  5.776e+01  1.865e-01   3.5e-01  6.1e-07  5.3e+03  1.2e+02
  2820  5.19974e-01  5.776e+01  1.858e-01   3.5e-01  6.1e-07  5.3e+03  9.3e+01
  2830  5.21031e-01  5.775e+01  1.851e-01   3.5e-01  6.1e-07  5.3e+03  8.8e+01
  2840  5.22043e-01  5.775e+01  1.843e-01   3.5e-01  6.0e-07  5.3e+03  1.4e+02
  2850  5.23194e-01  5.775e+01  1.835e-01   3.5e-01  6.0e-07  5.3e+03  9.7e+01
  2860  5.24328e-01  5.775e+01  1.828e-01   3.5e-01  6.0e-07  5.3e+03  1.3e+02
  2870  5.25531e-01  5.775e+01  1.820e-01   3.5e-01  5.9e-07  5.3e+03  9.5e+01
  2880  5.26675e-01  5.775e+01  1.812e-01   3.5e-01  5.9e-07  5.3e+03  8.5e+01
  2890  5.27774e-01  5.775e+01  1.805e-01   3.5e-01  5.9e-07  5.3e+03  7.1e+01
  2900  5.28875e-01  5.774e+01  1.798e-01   3.5e-01  5.8e-07  5.3e+03  1.2e+02
  2910  5.29982e-01  5.774e+01  1.791e-01   3.5e-01  5.8e-07  5.4e+03  1.3e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  2920  5.31355e-01  5.774e+01  1.783e-01   3.5e-01  5.8e-07  5.4e+03  3.7e+01
  2930  5.32460e-01  5.774e+01  1.776e-01   3.5e-01  5.7e-07  5.4e+03  8.8e+01
  2940  5.33772e-01  5.774e+01  1.769e-01   3.5e-01  5.7e-07  5.4e+03  5.4e+01
  2950  5.35385e-01  5.774e+01  1.759e-01   3.5e-01  5.6e-07  5.4e+03  1.5e+02
  2960  5.36406e-01  5.773e+01  1.754e-01   3.5e-01  5.6e-07  5.4e+03  8.4e+01
  2970  5.37681e-01  5.773e+01  1.746e-01   3.5e-01  5.6e-07  5.4e+03  1.0e+02
  2980  5.38885e-01  5.773e+01  1.740e-01   3.5e-01  5.6e-07  5.4e+03  6.3e+01
  2990  5.40307e-01  5.773e+01  1.732e-01   3.5e-01  5.5e-07  5.4e+03  1.3e+02
  3000  5.41449e-01  5.773e+01  1.726e-01   3.5e-01  5.5e-07  5.4e+03  1.1e+02
  3010  5.43050e-01  5.773e+01  1.718e-01   3.5e-01  5.5e-07  5.4e+03  1.1e+02
  3020  5.44374e-01  5.772e+01  1.711e-01   3.5e-01  5.4e-07  5.5e+03  1.4e+02
  3030  5.45907e-01  5.772e+01  1.704e-01   3.5e-01  5.4e-07  5.5e+03  1.1e+02
  3040  5.47365e-01  5.772e+01  1.697e-01   3.5e-01  5.4e-07  5.5e+03  1.1e+02
  3050  5.49031e-01  5.772e+01  1.689e-01   3.5e-01  5.3e-07  5.5e+03  1.1e+02
  3060  5.50341e-01  5.772e+01  1.683e-01   3.5e-01  5.3e-07  5.5e+03  9.5e+01
  3070  5.52329e-01  5.772e+01  1.674e-01   3.5e-01  5.3e-07  5.5e+03  5.1e+01
  3080  5.53947e-01  5.772e+01  1.667e-01   3.5e-01  5.2e-07  5.5e+03  6.4e+01
  3090  5.55518e-01  5.771e+01  1.660e-01   3.5e-01  5.2e-07  5.5e+03  5.3e+01
  3100  5.57299e-01  5.771e+01  1.653e-01   3.5e-01  5.2e-07  5.5e+03  6.8e+01
  3110  5.59213e-01  5.771e+01  1.645e-01   3.5e-01  5.1e-07  5.5e+03  1.1e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  3120  5.60826e-01  5.771e+01  1.638e-01   3.5e-01  5.1e-07  5.5e+03  8.1e+01
  3130  5.62585e-01  5.771e+01  1.631e-01   3.5e-01  5.1e-07  5.6e+03  1.0e+02
  3140  5.63986e-01  5.771e+01  1.626e-01   3.5e-01  5.1e-07  5.6e+03  5.7e+01
  3150  5.65778e-01  5.771e+01  1.619e-01   3.5e-01  5.0e-07  5.6e+03  6.6e+01
  3160  5.68024e-01  5.770e+01  1.610e-01   3.5e-01  5.0e-07  5.6e+03  8.8e+01
  3170  5.69749e-01  5.770e+01  1.603e-01   3.5e-01  5.0e-07  5.6e+03  9.6e+01
  3180  5.71469e-01  5.770e+01  1.597e-01   3.5e-01  4.9e-07  5.6e+03  5.2e+01
  3190  5.72979e-01  5.770e+01  1.591e-01   3.5e-01  4.9e-07  5.6e+03  7.1e+01
  3200  5.75075e-01  5.770e+01  1.583e-01   3.5e-01  4.9e-07  5.6e+03  6.9e+01
  3210  5.76969e-01  5.770e+01  1.576e-01   3.5e-01  4.9e-07  5.6e+03  1.8e+02
  3220  5.78473e-01  5.769e+01  1.570e-01   3.5e-01  4.8e-07  5.6e+03  1.3e+02
  3230  5.80048e-01  5.769e+01  1.564e-01   3.5e-01  4.8e-07  5.6e+03  1.2e+02
  3240  5.81903e-01  5.769e+01  1.557e-01   3.5e-01  4.8e-07  5.7e+03  9.5e+01
  3250  5.83848e-01  5.769e+01  1.550e-01   3.5e-01  4.7e-07  5.7e+03  8.7e+01
  3260  5.85467e-01  5.769e+01  1.544e-01   3.5e-01  4.7e-07  5.7e+03  1.5e+02
  3270  5.86970e-01  5.769e+01  1.538e-01   3.5e-01  4.7e-07  5.7e+03  9.9e+01
  3280  5.88626e-01  5.769e+01  1.532e-01   3.5e-01  4.7e-07  5.7e+03  1.3e+02
  3290  5.90236e-01  5.769e+01  1.526e-01   3.5e-01  4.6e-07  5.7e+03  9.5e+01
  3300  5.91673e-01  5.768e+01  1.520e-01   3.5e-01  4.6e-07  5.7e+03  6.7e+01
  3310  5.93536e-01  5.768e+01  1.513e-01   3.5e-01  4.6e-07  5.7e+03  1.3e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  3320  5.95016e-01  5.768e+01  1.507e-01   3.5e-01  4.6e-07  5.7e+03  7.4e+01
  3330  5.96495e-01  5.768e+01  1.502e-01   3.5e-01  4.5e-07  5.7e+03  5.5e+01
  3340  5.97751e-01  5.768e+01  1.497e-01   3.5e-01  4.5e-07  5.7e+03  1.5e+02
  3350  5.99792e-01  5.768e+01  1.489e-01   3.5e-01  4.5e-07  5.7e+03  1.4e+02
  3360  6.01190e-01  5.768e+01  1.483e-01   3.5e-01  4.5e-07  5.8e+03  5.8e+01
  3370  6.02600e-01  5.768e+01  1.478e-01   3.5e-01  4.4e-07  5.8e+03  7.9e+01
  3380  6.03931e-01  5.767e+01  1.472e-01   3.5e-01  4.4e-07  5.8e+03  7.1e+01
  3390  6.05636e-01  5.767e+01  1.465e-01   3.5e-01  4.4e-07  5.8e+03  8.4e+01
  3400  6.07066e-01  5.767e+01  1.459e-01   3.5e-01  4.4e-07  5.8e+03  6.7e+01
  3410  6.08687e-01  5.767e+01  1.452e-01   3.5e-01  4.3e-07  5.8e+03  1.1e+02
  3420  6.09908e-01  5.767e+01  1.446e-01   3.5e-01  4.3e-07  5.8e+03  8.4e+01
  3430  6.11468e-01  5.767e+01  1.439e-01   3.5e-01  4.3e-07  5.8e+03  7.9e+01
  3440  6.12778e-01  5.767e+01  1.433e-01   3.5e-01  4.3e-07  5.8e+03  1.2e+02
  3450  6.13823e-01  5.766e+01  1.429e-01   3.5e-01  4.2e-07  5.8e+03  6.5e+01
  3460  6.15240e-01  5.766e+01  1.422e-01   3.5e-01  4.2e-07  5.8e+03  7.3e+01
  3470  6.16688e-01  5.766e+01  1.415e-01   3.5e-01  4.2e-07  5.9e+03  9.4e+01
  3480  6.18068e-01  5.766e+01  1.408e-01   3.5e-01  4.2e-07  5.9e+03  6.0e+01
  3490  6.19389e-01  5.766e+01  1.402e-01   3.5e-01  4.1e-07  5.9e+03  8.1e+01
  3500  6.20642e-01  5.766e+01  1.396e-01   3.5e-01  4.1e-07  5.9e+03  1.1e+02
  3510  6.21810e-01  5.766e+01  1.390e-01   3.5e-01  4.1e-07  5.9e+03  8.1e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  3520  6.22860e-01  5.766e+01  1.384e-01   3.5e-01  4.1e-07  5.9e+03  1.0e+02
  3530  6.24071e-01  5.765e+01  1.378e-01   3.5e-01  4.1e-07  5.9e+03  9.6e+01
  3540  6.25016e-01  5.765e+01  1.373e-01   3.5e-01  4.0e-07  5.9e+03  1.4e+02
  3550  6.26300e-01  5.765e+01  1.366e-01   3.5e-01  4.0e-07  5.9e+03  8.7e+01
  3560  6.27326e-01  5.765e+01  1.361e-01   3.5e-01  4.0e-07  5.9e+03  1.1e+02
  3570  6.28304e-01  5.765e+01  1.355e-01   3.5e-01  4.0e-07  5.9e+03  7.2e+01
  3580  6.29392e-01  5.765e+01  1.349e-01   3.5e-01  3.9e-07  5.9e+03  1.1e+02
  3590  6.30232e-01  5.765e+01  1.344e-01   3.5e-01  3.9e-07  6.0e+03  1.1e+02
  3600  6.31161e-01  5.765e+01  1.339e-01   3.5e-01  3.9e-07  6.0e+03  8.7e+01
  3610  6.32133e-01  5.765e+01  1.333e-01   3.5e-01  3.9e-07  6.0e+03  7.3e+01
  3620  6.32968e-01  5.764e+01  1.328e-01   3.5e-01  3.9e-07  6.0e+03  1.6e+02
  3630  6.33844e-01  5.764e+01  1.322e-01   3.5e-01  3.8e-07  6.0e+03  8.1e+01
  3640  6.34685e-01  5.764e+01  1.316e-01   3.5e-01  3.8e-07  6.0e+03  1.0e+02
  3650  6.35434e-01  5.764e+01  1.311e-01   3.5e-01  3.8e-07  6.0e+03  6.7e+01
  3660  6.36275e-01  5.764e+01  1.306e-01   3.5e-01  3.8e-07  6.0e+03  9.0e+01
  3670  6.36953e-01  5.764e+01  1.301e-01   3.5e-01  3.8e-07  6.0e+03  1.1e+02
  3680  6.37767e-01  5.764e+01  1.296e-01   3.5e-01  3.7e-07  6.0e+03  9.8e+01
  3690  6.38543e-01  5.764e+01  1.291e-01   3.5e-01  3.7e-07  6.0e+03  1.2e+02
  3700  6.39189e-01  5.764e+01  1.286e-01   3.5e-01  3.7e-07  6.0e+03  8.1e+01
  3710  6.39953e-01  5.764e+01  1.281e-01   3.5e-01  3.7e-07  6.1e+03  1.2e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  3720  6.40625e-01  5.763e+01  1.277e-01   3.5e-01  3.7e-07  6.1e+03  1.2e+02
  3730  6.41350e-01  5.763e+01  1.272e-01   3.5e-01  3.6e-07  6.1e+03  9.0e+01
  3740  6.42020e-01  5.763e+01  1.268e-01   3.5e-01  3.6e-07  6.1e+03  8.3e+01
  3750  6.42622e-01  5.763e+01  1.264e-01   3.5e-01  3.6e-07  6.1e+03  1.4e+02
  3760  6.43331e-01  5.763e+01  1.259e-01   3.5e-01  3.6e-07  6.1e+03  6.3e+01
  3770  6.43921e-01  5.763e+01  1.255e-01   3.5e-01  3.6e-07  6.1e+03  9.4e+01
  3780  6.44556e-01  5.763e+01  1.251e-01   3.5e-01  3.6e-07  6.1e+03  1.3e+02
  3790  6.45198e-01  5.763e+01  1.247e-01   3.5e-01  3.5e-07  6.1e+03  1.3e+02
  3800  6.45781e-01  5.763e+01  1.243e-01   3.5e-01  3.5e-07  6.1e+03  1.4e+02
  3810  6.46277e-01  5.763e+01  1.239e-01   3.5e-01  3.5e-07  6.1e+03  1.0e+02
  3820  6.46929e-01  5.763e+01  1.235e-01   3.5e-01  3.5e-07  6.1e+03  1.2e+02
  3830  6.47522e-01  5.763e+01  1.231e-01   3.5e-01  3.5e-07  6.1e+03  1.3e+02
  3840  6.48143e-01  5.762e+01  1.226e-01   3.5e-01  3.5e-07  6.2e+03  8.3e+01
  3850  6.48647e-01  5.762e+01  1.223e-01   3.5e-01  3.4e-07  6.2e+03  8.8e+01
  3860  6.49089e-01  5.762e+01  1.219e-01   3.5e-01  3.4e-07  6.2e+03  7.0e+01
  3870  6.49651e-01  5.762e+01  1.215e-01   3.5e-01  3.4e-07  6.2e+03  7.5e+01
  3880  6.50169e-01  5.762e+01  1.211e-01   3.5e-01  3.4e-07  6.2e+03  5.9e+01
  3890  6.50703e-01  5.762e+01  1.207e-01   3.5e-01  3.4e-07  6.2e+03  8.0e+01
  3900  6.51273e-01  5.762e+01  1.203e-01   3.5e-01  3.4e-07  6.2e+03  7.2e+01
  3910  6.51753e-01  5.762e+01  1.199e-01   3.5e-01  3.4e-07  6.2e+03  9.0e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  3920  6.52234e-01  5.762e+01  1.196e-01   3.5e-01  3.3e-07  6.2e+03  7.0e+01
  3930  6.52824e-01  5.762e+01  1.191e-01   3.5e-01  3.3e-07  6.2e+03  6.0e+01
  3940  6.53282e-01  5.762e+01  1.188e-01   3.5e-01  3.3e-07  6.2e+03  7.6e+01
  3950  6.53867e-01  5.762e+01  1.184e-01   3.5e-01  3.3e-07  6.2e+03  1.1e+02
  3960  6.54280e-01  5.762e+01  1.181e-01   3.5e-01  3.3e-07  6.3e+03  9.3e+01
  3970  6.54701e-01  5.761e+01  1.177e-01   3.5e-01  3.3e-07  6.3e+03  1.1e+02
  3980  6.55262e-01  5.761e+01  1.173e-01   3.5e-01  3.2e-07  6.3e+03  1.7e+02
  3990  6.55759e-01  5.761e+01  1.169e-01   3.5e-01  3.2e-07  6.3e+03  1.0e+02
  4000  6.56194e-01  5.761e+01  1.166e-01   3.5e-01  3.2e-07  6.3e+03  7.0e+01
  4010  6.56673e-01  5.761e+01  1.163e-01   3.5e-01  3.2e-07  6.3e+03  1.5e+02
  4020  6.57112e-01  5.761e+01  1.159e-01   3.5e-01  3.2e-07  6.3e+03  1.4e+02
  4030  6.57595e-01  5.761e+01  1.156e-01   3.5e-01  3.2e-07  6.3e+03  6.6e+01
  4040  6.58130e-01  5.761e+01  1.152e-01   3.5e-01  3.2e-07  6.3e+03  1.3e+02
  4050  6.58616e-01  5.761e+01  1.148e-01   3.5e-01  3.2e-07  6.3e+03  9.4e+01
  4060  6.59049e-01  5.761e+01  1.145e-01   3.5e-01  3.1e-07  6.3e+03  1.2e+02
