OS                           : Linux-5.14.21-150400.24.81_12.0.86-cray_shasta_c-x86_64-with-glibc2.31
Python Version               : 3.9.15
CuPy Version                 : 12.1.0
CuPy Platform                : NVIDIA CUDA
NumPy Version                : 1.23.5
SciPy Version                : 1.9.3
Cython Build Version         : 0.29.32
Cython Runtime Version       : None
CUDA Root                    : /opt/nvidia/hpc_sdk/Linux_x86_64/22.7/cuda/11.7
nvcc PATH                    : /opt/nvidia/hpc_sdk/Linux_x86_64/22.7/cuda/11.7/bin/nvcc
CUDA Build Version           : 11080
CUDA Driver Version          : 12000
CUDA Runtime Version         : 11070
cuBLAS Version               : (available)
cuFFT Version                : 10702
cuRAND Version               : 10210
cuSOLVER Version             : (11, 3, 5)
cuSPARSE Version             : (available)
NVRTC Version                : (11, 7)
Thrust Version               : 101501
CUB Build Version            : 101501
Jitify Build Version         : 4a37de0
cuDNN Build Version          : 8801
cuDNN Version                : 8302
NCCL Build Version           : 21602
NCCL Runtime Version         : 21505
cuTENSOR Version             : 10500
cuSPARSELt Build Version     : None
Device 0 Name                : NVIDIA A100-SXM4-80GB
Device 0 Compute Capability  : 80
Device 0 PCI Bus ID          : 0000:41:00.0
None
nprime = 435
npripri = 406
./trajdata100/train_lih_6-311ppgss.npy
Sizes of ptrain and pdot:
[(20000, 29, 29), (20000, 29, 29)]
Loss at truetheta:
6.043601238389638e-18
len(theta) = 707281
len(jac) = 16820000
 
LSMR            Least-squares solution of  Ax = b

The matrix A has 33640000 rows and 707281 columns
damp = 0.00000000000000e+00

atol = 1.00e-08                 conlim = 1.00e+08

btol = 1.00e-08             maxiter =    40000

 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 10580  5.30059e-02  1.297e-02  2.294e-04   8.7e-05  1.3e-06  1.3e+04  2.0e+02
 10590  5.30257e-02  1.295e-02  2.289e-04   8.7e-05  1.3e-06  1.3e+04  1.5e+02
 10600  5.30447e-02  1.294e-02  2.285e-04   8.6e-05  1.3e-06  1.3e+04  1.2e+02
 10610  5.30638e-02  1.292e-02  2.280e-04   8.6e-05  1.3e-06  1.3e+04  1.2e+02
 10620  5.30836e-02  1.291e-02  2.276e-04   8.6e-05  1.3e-06  1.3e+04  1.1e+02
 10630  5.31066e-02  1.289e-02  2.270e-04   8.6e-05  1.3e-06  1.3e+04  1.6e+02
 10640  5.31265e-02  1.287e-02  2.266e-04   8.6e-05  1.3e-06  1.3e+04  6.7e+01
 10650  5.31463e-02  1.286e-02  2.261e-04   8.6e-05  1.3e-06  1.3e+04  8.7e+01
 10660  5.31645e-02  1.284e-02  2.257e-04   8.6e-05  1.3e-06  1.3e+04  1.9e+02
 10670  5.31882e-02  1.282e-02  2.251e-04   8.6e-05  1.3e-06  1.3e+04  1.6e+02
 10680  5.32064e-02  1.281e-02  2.247e-04   8.6e-05  1.3e-06  1.3e+04  1.5e+02
 10690  5.32275e-02  1.279e-02  2.242e-04   8.5e-05  1.3e-06  1.3e+04  1.2e+02
 10700  5.32458e-02  1.278e-02  2.238e-04   8.5e-05  1.3e-06  1.3e+04  1.2e+02
 10710  5.32661e-02  1.276e-02  2.233e-04   8.5e-05  1.3e-06  1.3e+04  1.6e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 10720  5.32886e-02  1.274e-02  2.228e-04   8.5e-05  1.3e-06  1.3e+04  8.2e+01
 10730  5.33092e-02  1.272e-02  2.223e-04   8.5e-05  1.3e-06  1.3e+04  1.0e+02
 10740  5.33284e-02  1.271e-02  2.219e-04   8.5e-05  1.3e-06  1.3e+04  1.2e+02
 10750  5.33469e-02  1.269e-02  2.215e-04   8.5e-05  1.3e-06  1.3e+04  1.1e+02
 10760  5.33684e-02  1.268e-02  2.210e-04   8.5e-05  1.3e-06  1.3e+04  1.1e+02
 10770  5.33898e-02  1.266e-02  2.205e-04   8.5e-05  1.3e-06  1.3e+04  2.0e+02
 10780  5.34089e-02  1.264e-02  2.200e-04   8.4e-05  1.3e-06  1.4e+04  1.6e+02
 10790  5.34278e-02  1.263e-02  2.196e-04   8.4e-05  1.3e-06  1.4e+04  1.7e+02
 10800  5.34484e-02  1.261e-02  2.191e-04   8.4e-05  1.3e-06  1.4e+04  9.5e+01
 10810  5.34670e-02  1.260e-02  2.187e-04   8.4e-05  1.3e-06  1.4e+04  9.7e+01
 10820  5.34848e-02  1.258e-02  2.183e-04   8.4e-05  1.3e-06  1.4e+04  1.2e+02
 10830  5.35069e-02  1.257e-02  2.178e-04   8.4e-05  1.3e-06  1.4e+04  7.4e+01
 10840  5.35264e-02  1.255e-02  2.173e-04   8.4e-05  1.3e-06  1.4e+04  9.1e+01
 10850  5.35471e-02  1.253e-02  2.168e-04   8.4e-05  1.3e-06  1.4e+04  1.2e+02
 10860  5.35668e-02  1.252e-02  2.164e-04   8.4e-05  1.3e-06  1.4e+04  1.4e+02
 10870  5.35873e-02  1.250e-02  2.159e-04   8.4e-05  1.3e-06  1.4e+04  1.8e+02
 10880  5.36063e-02  1.249e-02  2.155e-04   8.3e-05  1.3e-06  1.4e+04  1.4e+02
 10890  5.36248e-02  1.247e-02  2.151e-04   8.3e-05  1.3e-06  1.4e+04  1.3e+02
 10900  5.36421e-02  1.246e-02  2.147e-04   8.3e-05  1.3e-06  1.4e+04  1.4e+02
 10910  5.36651e-02  1.244e-02  2.141e-04   8.3e-05  1.3e-06  1.4e+04  1.8e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 10920  5.36860e-02  1.242e-02  2.136e-04   8.3e-05  1.3e-06  1.4e+04  1.3e+02
 10930  5.37046e-02  1.241e-02  2.132e-04   8.3e-05  1.3e-06  1.4e+04  1.9e+02
 10940  5.37226e-02  1.239e-02  2.128e-04   8.3e-05  1.3e-06  1.4e+04  1.1e+02
 10950  5.37435e-02  1.238e-02  2.123e-04   8.3e-05  1.3e-06  1.4e+04  1.4e+02
 10960  5.37644e-02  1.236e-02  2.118e-04   8.3e-05  1.3e-06  1.4e+04  1.8e+02
 10970  5.37829e-02  1.235e-02  2.114e-04   8.2e-05  1.3e-06  1.4e+04  1.8e+02
 10980  5.38035e-02  1.233e-02  2.109e-04   8.2e-05  1.3e-06  1.4e+04  1.3e+02
 10990  5.38202e-02  1.232e-02  2.106e-04   8.2e-05  1.3e-06  1.4e+04  1.2e+02
 11000  5.38407e-02  1.230e-02  2.101e-04   8.2e-05  1.3e-06  1.4e+04  9.3e+01
 11010  5.38591e-02  1.229e-02  2.097e-04   8.2e-05  1.3e-06  1.4e+04  9.4e+01
 11020  5.38779e-02  1.227e-02  2.092e-04   8.2e-05  1.2e-06  1.4e+04  1.2e+02
 11030  5.39005e-02  1.225e-02  2.087e-04   8.2e-05  1.2e-06  1.4e+04  7.8e+01
 11040  5.39206e-02  1.224e-02  2.082e-04   8.2e-05  1.2e-06  1.4e+04  1.3e+02
 11050  5.39387e-02  1.222e-02  2.078e-04   8.2e-05  1.2e-06  1.4e+04  1.4e+02
 11060  5.39586e-02  1.221e-02  2.074e-04   8.2e-05  1.2e-06  1.4e+04  1.9e+02
 11070  5.39799e-02  1.219e-02  2.069e-04   8.1e-05  1.2e-06  1.4e+04  1.5e+02
 11080  5.39979e-02  1.218e-02  2.065e-04   8.1e-05  1.2e-06  1.4e+04  1.1e+02
 11090  5.40152e-02  1.216e-02  2.061e-04   8.1e-05  1.2e-06  1.4e+04  1.4e+02
 11100  5.40341e-02  1.215e-02  2.056e-04   8.1e-05  1.2e-06  1.4e+04  1.9e+02
 11110  5.40530e-02  1.213e-02  2.052e-04   8.1e-05  1.2e-06  1.4e+04  1.1e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 11120  5.40759e-02  1.212e-02  2.047e-04   8.1e-05  1.2e-06  1.4e+04  1.4e+02
 11130  5.40947e-02  1.210e-02  2.042e-04   8.1e-05  1.2e-06  1.4e+04  1.2e+02
 11140  5.41127e-02  1.209e-02  2.038e-04   8.1e-05  1.2e-06  1.4e+04  1.2e+02
 11150  5.41351e-02  1.207e-02  2.033e-04   8.1e-05  1.2e-06  1.4e+04  1.0e+02
 11160  5.41510e-02  1.206e-02  2.029e-04   8.1e-05  1.2e-06  1.4e+04  1.4e+02
 11170  5.41737e-02  1.204e-02  2.024e-04   8.0e-05  1.2e-06  1.4e+04  1.2e+02
 11180  5.41909e-02  1.203e-02  2.020e-04   8.0e-05  1.2e-06  1.4e+04  1.3e+02
 11190  5.42092e-02  1.201e-02  2.016e-04   8.0e-05  1.2e-06  1.4e+04  9.5e+01
 11200  5.42296e-02  1.200e-02  2.011e-04   8.0e-05  1.2e-06  1.4e+04  1.3e+02
 11210  5.42512e-02  1.198e-02  2.006e-04   8.0e-05  1.2e-06  1.4e+04  1.6e+02
 11220  5.42695e-02  1.196e-02  2.002e-04   8.0e-05  1.2e-06  1.4e+04  9.7e+01
 11230  5.42896e-02  1.195e-02  1.998e-04   8.0e-05  1.2e-06  1.4e+04  1.3e+02
 11240  5.43091e-02  1.193e-02  1.993e-04   8.0e-05  1.2e-06  1.4e+04  1.6e+02
 11250  5.43281e-02  1.192e-02  1.989e-04   8.0e-05  1.2e-06  1.4e+04  7.2e+01
 11260  5.43479e-02  1.190e-02  1.984e-04   8.0e-05  1.2e-06  1.4e+04  6.8e+01
 11270  5.43674e-02  1.189e-02  1.980e-04   7.9e-05  1.2e-06  1.4e+04  1.5e+02
 11280  5.43846e-02  1.187e-02  1.976e-04   7.9e-05  1.2e-06  1.4e+04  1.3e+02
 11290  5.44073e-02  1.186e-02  1.971e-04   7.9e-05  1.2e-06  1.4e+04  1.1e+02
 11300  5.44248e-02  1.184e-02  1.966e-04   7.9e-05  1.2e-06  1.4e+04  1.1e+02
 11310  5.44443e-02  1.183e-02  1.962e-04   7.9e-05  1.2e-06  1.4e+04  1.8e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 11320  5.44655e-02  1.181e-02  1.957e-04   7.9e-05  1.2e-06  1.4e+04  1.1e+02
 11330  5.44829e-02  1.180e-02  1.953e-04   7.9e-05  1.2e-06  1.4e+04  1.2e+02
 11340  5.45022e-02  1.178e-02  1.949e-04   7.9e-05  1.2e-06  1.4e+04  9.6e+01
 11350  5.45226e-02  1.177e-02  1.944e-04   7.9e-05  1.2e-06  1.4e+04  1.4e+02
 11360  5.45393e-02  1.176e-02  1.940e-04   7.9e-05  1.2e-06  1.4e+04  9.9e+01
 11370  5.45599e-02  1.174e-02  1.935e-04   7.8e-05  1.2e-06  1.4e+04  9.6e+01
 11380  5.45785e-02  1.173e-02  1.931e-04   7.8e-05  1.2e-06  1.4e+04  1.3e+02
 11390  5.45991e-02  1.171e-02  1.927e-04   7.8e-05  1.2e-06  1.4e+04  1.0e+02
 11400  5.46148e-02  1.170e-02  1.923e-04   7.8e-05  1.2e-06  1.4e+04  1.7e+02
 11410  5.46368e-02  1.168e-02  1.918e-04   7.8e-05  1.2e-06  1.4e+04  1.3e+02
 11420  5.46569e-02  1.167e-02  1.913e-04   7.8e-05  1.2e-06  1.4e+04  1.3e+02
 11430  5.46765e-02  1.165e-02  1.909e-04   7.8e-05  1.2e-06  1.4e+04  1.2e+02
 11440  5.46937e-02  1.164e-02  1.905e-04   7.8e-05  1.2e-06  1.4e+04  1.4e+02
 11450  5.47109e-02  1.163e-02  1.901e-04   7.8e-05  1.2e-06  1.4e+04  1.3e+02
 11460  5.47306e-02  1.161e-02  1.896e-04   7.8e-05  1.2e-06  1.4e+04  1.1e+02
 11470  5.47517e-02  1.160e-02  1.891e-04   7.7e-05  1.2e-06  1.4e+04  1.0e+02
 11480  5.47696e-02  1.158e-02  1.887e-04   7.7e-05  1.2e-06  1.4e+04  1.8e+02
 11490  5.47898e-02  1.157e-02  1.883e-04   7.7e-05  1.2e-06  1.4e+04  1.2e+02
 11500  5.48087e-02  1.155e-02  1.878e-04   7.7e-05  1.2e-06  1.4e+04  1.4e+02
 11510  5.48276e-02  1.154e-02  1.874e-04   7.7e-05  1.2e-06  1.4e+04  8.5e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 11520  5.48474e-02  1.152e-02  1.869e-04   7.7e-05  1.2e-06  1.4e+04  1.2e+02
 11530  5.48644e-02  1.151e-02  1.866e-04   7.7e-05  1.2e-06  1.4e+04  1.0e+02
 11540  5.48811e-02  1.150e-02  1.862e-04   7.7e-05  1.2e-06  1.4e+04  1.9e+02
 11550  5.48989e-02  1.148e-02  1.858e-04   7.7e-05  1.2e-06  1.4e+04  9.0e+01
 11560  5.49174e-02  1.147e-02  1.853e-04   7.7e-05  1.2e-06  1.4e+04  1.3e+02
 11570  5.49370e-02  1.146e-02  1.849e-04   7.7e-05  1.2e-06  1.4e+04  9.8e+01
 11580  5.49543e-02  1.144e-02  1.845e-04   7.6e-05  1.2e-06  1.4e+04  1.9e+02
 11590  5.49718e-02  1.143e-02  1.841e-04   7.6e-05  1.2e-06  1.4e+04  1.1e+02
 11600  5.49893e-02  1.142e-02  1.837e-04   7.6e-05  1.1e-06  1.4e+04  1.5e+02
 11610  5.50073e-02  1.140e-02  1.833e-04   7.6e-05  1.1e-06  1.4e+04  1.4e+02
 11620  5.50263e-02  1.139e-02  1.828e-04   7.6e-05  1.1e-06  1.4e+04  1.5e+02
 11630  5.50434e-02  1.138e-02  1.824e-04   7.6e-05  1.1e-06  1.4e+04  1.4e+02
 11640  5.50603e-02  1.136e-02  1.820e-04   7.6e-05  1.1e-06  1.4e+04  1.3e+02
 11650  5.50789e-02  1.135e-02  1.816e-04   7.6e-05  1.1e-06  1.4e+04  9.6e+01
 11660  5.50974e-02  1.134e-02  1.812e-04   7.6e-05  1.1e-06  1.4e+04  1.5e+02
 11670  5.51116e-02  1.133e-02  1.809e-04   7.6e-05  1.1e-06  1.4e+04  1.5e+02
 11680  5.51306e-02  1.131e-02  1.804e-04   7.6e-05  1.1e-06  1.4e+04  1.1e+02
 11690  5.51475e-02  1.130e-02  1.800e-04   7.5e-05  1.1e-06  1.4e+04  1.4e+02
 11700  5.51643e-02  1.129e-02  1.797e-04   7.5e-05  1.1e-06  1.4e+04  8.2e+01
 11710  5.51808e-02  1.128e-02  1.793e-04   7.5e-05  1.1e-06  1.4e+04  1.7e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 11720  5.51965e-02  1.126e-02  1.789e-04   7.5e-05  1.1e-06  1.4e+04  1.6e+02
 11730  5.52144e-02  1.125e-02  1.785e-04   7.5e-05  1.1e-06  1.4e+04  1.9e+02
 11740  5.52305e-02  1.124e-02  1.781e-04   7.5e-05  1.1e-06  1.4e+04  8.2e+01
 11750  5.52484e-02  1.123e-02  1.777e-04   7.5e-05  1.1e-06  1.4e+04  1.6e+02
 11760  5.52663e-02  1.121e-02  1.773e-04   7.5e-05  1.1e-06  1.4e+04  2.1e+02
 11770  5.52824e-02  1.120e-02  1.769e-04   7.5e-05  1.1e-06  1.4e+04  7.4e+01
 11780  5.52963e-02  1.119e-02  1.766e-04   7.5e-05  1.1e-06  1.4e+04  9.6e+01
 11790  5.53128e-02  1.118e-02  1.762e-04   7.5e-05  1.1e-06  1.4e+04  1.5e+02
 11800  5.53343e-02  1.116e-02  1.757e-04   7.5e-05  1.1e-06  1.4e+04  1.6e+02
 11810  5.53495e-02  1.115e-02  1.754e-04   7.5e-05  1.1e-06  1.4e+04  1.1e+02
 11820  5.53638e-02  1.114e-02  1.751e-04   7.4e-05  1.1e-06  1.4e+04  8.7e+01
 11830  5.53780e-02  1.113e-02  1.747e-04   7.4e-05  1.1e-06  1.4e+04  1.1e+02
 11840  5.53970e-02  1.112e-02  1.743e-04   7.4e-05  1.1e-06  1.4e+04  1.1e+02
 11850  5.54143e-02  1.111e-02  1.739e-04   7.4e-05  1.1e-06  1.4e+04  1.3e+02
 11860  5.54295e-02  1.110e-02  1.736e-04   7.4e-05  1.1e-06  1.4e+04  2.2e+02
 11870  5.54434e-02  1.108e-02  1.732e-04   7.4e-05  1.1e-06  1.4e+04  1.2e+02
 11880  5.54608e-02  1.107e-02  1.728e-04   7.4e-05  1.1e-06  1.4e+04  1.0e+02
 11890  5.54768e-02  1.106e-02  1.725e-04   7.4e-05  1.1e-06  1.4e+04  1.5e+02
 11900  5.54926e-02  1.105e-02  1.721e-04   7.4e-05  1.1e-06  1.4e+04  1.1e+02
 11910  5.55097e-02  1.104e-02  1.717e-04   7.4e-05  1.1e-06  1.4e+04  1.3e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 11920  5.55261e-02  1.103e-02  1.713e-04   7.4e-05  1.1e-06  1.4e+04  1.3e+02
 11930  5.55420e-02  1.101e-02  1.710e-04   7.4e-05  1.1e-06  1.4e+04  8.2e+01
 11940  5.55558e-02  1.100e-02  1.707e-04   7.4e-05  1.1e-06  1.4e+04  1.1e+02
 11950  5.55705e-02  1.099e-02  1.703e-04   7.3e-05  1.1e-06  1.4e+04  1.3e+02
 11960  5.55862e-02  1.098e-02  1.700e-04   7.3e-05  1.1e-06  1.4e+04  9.8e+01
 11970  5.55991e-02  1.097e-02  1.697e-04   7.3e-05  1.1e-06  1.4e+04  1.0e+02
 11980  5.56153e-02  1.096e-02  1.693e-04   7.3e-05  1.1e-06  1.4e+04  1.4e+02
 11990  5.56309e-02  1.095e-02  1.689e-04   7.3e-05  1.1e-06  1.4e+04  8.5e+01
 12000  5.56470e-02  1.094e-02  1.686e-04   7.3e-05  1.1e-06  1.4e+04  1.8e+02
 12010  5.56614e-02  1.093e-02  1.682e-04   7.3e-05  1.1e-06  1.4e+04  1.7e+02
 12020  5.56765e-02  1.092e-02  1.679e-04   7.3e-05  1.1e-06  1.4e+04  1.1e+02
 12030  5.56898e-02  1.091e-02  1.676e-04   7.3e-05  1.1e-06  1.4e+04  8.4e+01
 12040  5.57054e-02  1.090e-02  1.672e-04   7.3e-05  1.1e-06  1.4e+04  1.1e+02
 12050  5.57215e-02  1.088e-02  1.669e-04   7.3e-05  1.1e-06  1.4e+04  1.5e+02
 12060  5.57348e-02  1.088e-02  1.666e-04   7.3e-05  1.1e-06  1.4e+04  1.2e+02
 12070  5.57487e-02  1.087e-02  1.662e-04   7.3e-05  1.1e-06  1.4e+04  1.0e+02
 12080  5.57646e-02  1.085e-02  1.659e-04   7.3e-05  1.1e-06  1.4e+04  9.8e+01
 12090  5.57829e-02  1.084e-02  1.655e-04   7.2e-05  1.1e-06  1.4e+04  1.2e+02
 12100  5.57972e-02  1.083e-02  1.651e-04   7.2e-05  1.1e-06  1.4e+04  1.1e+02
 12110  5.58106e-02  1.082e-02  1.648e-04   7.2e-05  1.1e-06  1.4e+04  1.1e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 12120  5.58242e-02  1.081e-02  1.645e-04   7.2e-05  1.1e-06  1.4e+04  1.6e+02
 12130  5.58399e-02  1.080e-02  1.642e-04   7.2e-05  1.1e-06  1.4e+04  1.1e+02
 12140  5.58573e-02  1.079e-02  1.638e-04   7.2e-05  1.1e-06  1.4e+04  1.5e+02
 12150  5.58721e-02  1.078e-02  1.634e-04   7.2e-05  1.1e-06  1.4e+04  7.8e+01
 12160  5.58876e-02  1.077e-02  1.631e-04   7.2e-05  1.1e-06  1.4e+04  1.0e+02
 12170  5.59007e-02  1.076e-02  1.628e-04   7.2e-05  1.1e-06  1.4e+04  1.5e+02
 12180  5.59171e-02  1.075e-02  1.624e-04   7.2e-05  1.1e-06  1.4e+04  1.2e+02
 12190  5.59315e-02  1.074e-02  1.621e-04   7.2e-05  1.1e-06  1.4e+04  1.6e+02
 12200  5.59464e-02  1.073e-02  1.617e-04   7.2e-05  1.0e-06  1.4e+04  8.4e+01
 12210  5.59599e-02  1.072e-02  1.614e-04   7.2e-05  1.0e-06  1.4e+04  1.3e+02
 12220  5.59746e-02  1.071e-02  1.611e-04   7.2e-05  1.0e-06  1.4e+04  1.7e+02
 12230  5.59885e-02  1.070e-02  1.608e-04   7.1e-05  1.0e-06  1.4e+04  1.2e+02
 12240  5.60041e-02  1.068e-02  1.604e-04   7.1e-05  1.0e-06  1.4e+04  2.4e+02
 12250  5.60204e-02  1.067e-02  1.600e-04   7.1e-05  1.0e-06  1.4e+04  8.7e+01
 12260  5.60337e-02  1.066e-02  1.597e-04   7.1e-05  1.0e-06  1.4e+04  1.2e+02
 12270  5.60480e-02  1.065e-02  1.594e-04   7.1e-05  1.0e-06  1.4e+04  1.2e+02
 12280  5.60610e-02  1.064e-02  1.591e-04   7.1e-05  1.0e-06  1.4e+04  9.7e+01
 12290  5.60775e-02  1.063e-02  1.587e-04   7.1e-05  1.0e-06  1.4e+04  9.6e+01
 12300  5.60910e-02  1.062e-02  1.584e-04   7.1e-05  1.0e-06  1.4e+04  1.2e+02
 12310  5.61055e-02  1.061e-02  1.581e-04   7.1e-05  1.0e-06  1.4e+04  1.1e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 12320  5.61189e-02  1.060e-02  1.578e-04   7.1e-05  1.0e-06  1.4e+04  1.0e+02
 12330  5.61322e-02  1.059e-02  1.575e-04   7.1e-05  1.0e-06  1.4e+04  1.2e+02
 12340  5.61471e-02  1.058e-02  1.571e-04   7.1e-05  1.0e-06  1.4e+04  1.1e+02
 12350  5.61598e-02  1.057e-02  1.568e-04   7.1e-05  1.0e-06  1.4e+04  1.2e+02
 12360  5.61731e-02  1.056e-02  1.565e-04   7.1e-05  1.0e-06  1.4e+04  1.6e+02
 12370  5.61889e-02  1.055e-02  1.562e-04   7.1e-05  1.0e-06  1.4e+04  1.8e+02
 12380  5.62020e-02  1.054e-02  1.559e-04   7.0e-05  1.0e-06  1.4e+04  1.2e+02
 12390  5.62179e-02  1.053e-02  1.555e-04   7.0e-05  1.0e-06  1.4e+04  1.3e+02
 12400  5.62296e-02  1.053e-02  1.553e-04   7.0e-05  1.0e-06  1.4e+04  1.3e+02
 12410  5.62432e-02  1.052e-02  1.549e-04   7.0e-05  1.0e-06  1.4e+04  1.8e+02
 12420  5.62574e-02  1.051e-02  1.546e-04   7.0e-05  1.0e-06  1.4e+04  6.7e+01
 12430  5.62710e-02  1.050e-02  1.543e-04   7.0e-05  1.0e-06  1.4e+04  2.1e+02
 12440  5.62840e-02  1.049e-02  1.540e-04   7.0e-05  1.0e-06  1.5e+04  9.7e+01
 12450  5.62970e-02  1.048e-02  1.537e-04   7.0e-05  1.0e-06  1.5e+04  1.2e+02
 12460  5.63105e-02  1.047e-02  1.534e-04   7.0e-05  1.0e-06  1.5e+04  1.4e+02
 12470  5.63248e-02  1.046e-02  1.531e-04   7.0e-05  1.0e-06  1.5e+04  1.1e+02
 12480  5.63363e-02  1.045e-02  1.528e-04   7.0e-05  1.0e-06  1.5e+04  1.1e+02
 12490  5.63501e-02  1.044e-02  1.525e-04   7.0e-05  1.0e-06  1.5e+04  6.7e+01
 12500  5.63619e-02  1.043e-02  1.522e-04   7.0e-05  1.0e-06  1.5e+04  9.7e+01
 12510  5.63748e-02  1.042e-02  1.519e-04   7.0e-05  1.0e-06  1.5e+04  1.7e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 12520  5.63887e-02  1.041e-02  1.516e-04   7.0e-05  1.0e-06  1.5e+04  6.9e+01
 12530  5.64006e-02  1.041e-02  1.513e-04   7.0e-05  1.0e-06  1.5e+04  1.2e+02
 12540  5.64151e-02  1.040e-02  1.510e-04   6.9e-05  1.0e-06  1.5e+04  8.6e+01
 12550  5.64266e-02  1.039e-02  1.508e-04   6.9e-05  1.0e-06  1.5e+04  1.7e+02
 12560  5.64376e-02  1.038e-02  1.505e-04   6.9e-05  9.9e-07  1.5e+04  1.0e+02
 12570  5.64512e-02  1.037e-02  1.502e-04   6.9e-05  9.9e-07  1.5e+04  1.4e+02
 12580  5.64646e-02  1.036e-02  1.499e-04   6.9e-05  9.9e-07  1.5e+04  2.1e+02
 12590  5.64782e-02  1.035e-02  1.496e-04   6.9e-05  9.9e-07  1.5e+04  1.1e+02
 12600  5.64899e-02  1.034e-02  1.493e-04   6.9e-05  9.9e-07  1.5e+04  1.3e+02
 12610  5.65023e-02  1.033e-02  1.490e-04   6.9e-05  9.9e-07  1.5e+04  8.7e+01
 12620  5.65162e-02  1.032e-02  1.487e-04   6.9e-05  9.9e-07  1.5e+04  1.6e+02
 12630  5.65258e-02  1.032e-02  1.485e-04   6.9e-05  9.8e-07  1.5e+04  1.3e+02
 12640  5.65373e-02  1.031e-02  1.482e-04   6.9e-05  9.8e-07  1.5e+04  1.3e+02
 12650  5.65494e-02  1.030e-02  1.480e-04   6.9e-05  9.8e-07  1.5e+04  1.6e+02
 12660  5.65630e-02  1.029e-02  1.477e-04   6.9e-05  9.8e-07  1.5e+04  1.5e+02
 12670  5.65753e-02  1.028e-02  1.474e-04   6.9e-05  9.8e-07  1.5e+04  1.0e+02
 12680  5.65866e-02  1.028e-02  1.471e-04   6.9e-05  9.8e-07  1.5e+04  9.3e+01
 12690  5.65985e-02  1.027e-02  1.469e-04   6.9e-05  9.8e-07  1.5e+04  1.5e+02
 12700  5.66090e-02  1.026e-02  1.466e-04   6.9e-05  9.7e-07  1.5e+04  1.7e+02
 12710  5.66194e-02  1.025e-02  1.464e-04   6.8e-05  9.7e-07  1.5e+04  1.4e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 12720  5.66317e-02  1.024e-02  1.461e-04   6.8e-05  9.7e-07  1.5e+04  7.3e+01
 12730  5.66423e-02  1.024e-02  1.459e-04   6.8e-05  9.7e-07  1.5e+04  1.7e+02
 12740  5.66562e-02  1.023e-02  1.456e-04   6.8e-05  9.7e-07  1.5e+04  1.3e+02
 12750  5.66677e-02  1.022e-02  1.453e-04   6.8e-05  9.7e-07  1.5e+04  1.7e+02
 12760  5.66791e-02  1.021e-02  1.450e-04   6.8e-05  9.7e-07  1.5e+04  9.8e+01
 12770  5.66907e-02  1.020e-02  1.448e-04   6.8e-05  9.7e-07  1.5e+04  2.3e+02
 12780  5.67009e-02  1.020e-02  1.445e-04   6.8e-05  9.6e-07  1.5e+04  9.5e+01
 12790  5.67127e-02  1.019e-02  1.443e-04   6.8e-05  9.6e-07  1.5e+04  1.1e+02
 12800  5.67228e-02  1.018e-02  1.441e-04   6.8e-05  9.6e-07  1.5e+04  1.5e+02
 12810  5.67350e-02  1.017e-02  1.438e-04   6.8e-05  9.6e-07  1.5e+04  1.5e+02
 12820  5.67464e-02  1.016e-02  1.435e-04   6.8e-05  9.6e-07  1.5e+04  8.1e+01
 12830  5.67563e-02  1.016e-02  1.433e-04   6.8e-05  9.6e-07  1.5e+04  2.3e+02
 12840  5.67679e-02  1.015e-02  1.430e-04   6.8e-05  9.6e-07  1.5e+04  2.3e+02
 12850  5.67770e-02  1.014e-02  1.428e-04   6.8e-05  9.6e-07  1.5e+04  1.3e+02
 12860  5.67898e-02  1.013e-02  1.426e-04   6.8e-05  9.5e-07  1.5e+04  1.5e+02
 12870  5.68005e-02  1.013e-02  1.423e-04   6.8e-05  9.5e-07  1.5e+04  1.1e+02
 12880  5.68121e-02  1.012e-02  1.421e-04   6.8e-05  9.5e-07  1.5e+04  1.0e+02
 12890  5.68222e-02  1.011e-02  1.418e-04   6.8e-05  9.5e-07  1.5e+04  2.0e+02
 12900  5.68336e-02  1.010e-02  1.416e-04   6.8e-05  9.5e-07  1.5e+04  1.5e+02
 12910  5.68437e-02  1.010e-02  1.414e-04   6.7e-05  9.5e-07  1.5e+04  1.7e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 12920  5.68539e-02  1.009e-02  1.411e-04   6.7e-05  9.5e-07  1.5e+04  1.1e+02
